deltat,AcX,AcY,AcZ,GravX,GravY,GravZ,QuatW,QuatX,QuatY,QuatZ,OrX,OrY,OrZ,GyX,GyY,GyZ
50,0.02,0.00,-0.41,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,0.00
50,0.03,0.01,-0.38,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,0.00
50,0.02,0.00,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,-0.00
50,0.03,0.00,-0.42,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,0.00,-0.00
50,0.00,0.00,-0.39,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,0.00
50,0.01,0.00,-0.38,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,0.00
50,0.00,-0.01,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.01,-0.00
50,0.01,0.00,-0.39,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,0.00
50,0.02,0.05,-0.39,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.01,0.00
50,0.01,0.00,-0.38,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.01,0.00,-0.00
50,0.00,0.02,-0.41,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,-0.00
50,0.00,-0.01,-0.41,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,-0.00
50,0.02,0.00,-0.43,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,-0.00
50,0.00,0.01,-0.39,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.01,0.01,0.00
50,0.03,0.02,-0.39,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,0.00,0.00
50,0.02,0.02,-0.42,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,-0.00,0.00
50,0.01,0.01,-0.41,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.01,0.01,0.00
50,0.00,0.01,-0.39,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,-0.00
50,0.00,0.00,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,-0.00
50,0.00,0.00,-0.41,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,-0.00,0.00
50,0.02,0.00,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,0.00
50,0.04,0.01,-0.38,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.01,-0.01,0.00
50,0.02,0.01,-0.41,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,-0.00,0.00
50,0.00,0.00,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,0.00
50,0.02,0.00,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,0.00
50,0.02,0.01,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,-0.00
50,0.01,0.00,-0.42,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.01,0.00,0.00
50,0.01,0.02,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,-0.00,-0.00
50,0.00,0.02,-0.39,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,-0.00
50,0.00,0.02,-0.39,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.01,0.00,-0.00
50,0.02,0.01,-0.42,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,-0.00
50,0.00,0.01,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,0.00
50,0.03,0.02,-0.42,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,0.00,-0.00
50,0.01,0.00,-0.36,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,-0.00,0.00
50,0.01,0.02,-0.37,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,0.00,0.00
50,0.01,0.00,-0.41,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,-0.00
50,0.01,0.01,-0.42,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,-0.00
50,0.01,0.01,-0.39,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,-0.00,0.00
50,0.00,0.01,-0.41,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,-0.00
50,0.01,0.01,-0.38,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.00,-0.00
50,0.02,0.00,-0.41,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,0.00,-0.00
50,0.02,0.02,-0.39,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,-0.00
50,0.01,0.01,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,-0.00,0.00
50,0.04,0.00,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.01,-0.00
50,0.04,0.03,-0.37,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,0.00,0.00,-0.00
50,0.02,0.01,-0.42,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,0.00,0.00
50,0.00,0.02,-0.40,-0.30,-0.31,9.79,0.99976,-0.01630,0.01538,-0.00031,0.00,-1.75,1.81,-0.00,-0.01,0.00
51,0.55,0.26,-0.42,-0.29,-0.31,9.79,0.99976,-0.01624,0.01526,-0.00079,0.00,-1.69,1.81,0.00,-0.00,-0.00
50,-0.44,-0.39,-0.38,-0.26,-0.28,9.79,0.99969,-0.01440,0.01398,-0.01550,1.44,-1.63,1.69,0.15,-0.07,-0.64
50,0.72,1.39,1.70,-0.09,-0.50,9.79,0.99921,-0.02570,0.00543,-0.03009,2.94,-0.69,2.25,-0.46,-0.41,-0.64
50,-0.17,1.05,0.75,0.12,-1.36,9.71,0.99603,-0.06989,-0.00275,-0.05536,5.75,0.44,6.81,-1.75,-0.35,-1.00
50,0.30,-2.82,2.46,0.21,-2.70,9.42,0.98700,-0.13983,0.00012,-0.07892,8.75,1.44,14.19,-3.07,0.14,-0.81
50,-0.01,0.88,2.22,-0.25,-4.47,8.71,0.96796,-0.23285,0.03455,-0.08759,9.94,-0.88,24.94,-4.13,1.12,-0.22
50,0.33,-1.94,1.21,-0.62,-6.12,7.63,0.92786,-0.35291,0.07397,-0.09503,11.56,-3.63,38.69,-5.90,1.12,-0.19
50,0.61,-2.21,0.74,-1.16,-8.19,5.26,0.85931,-0.49432,0.11584,-0.06128,9.38,-6.81,57.25,-6.64,0.53,1.82
50,-0.25,2.52,0.07,-1.73,-9.12,3.15,0.79974,-0.57556,0.15747,-0.06580,8.25,-10.19,70.87,-3.29,2.18,-0.61
50,0.52,0.79,0.66,-1.68,-9.56,1.37,0.73798,-0.64392,0.18536,-0.08020,11.94,-9.81,81.81,-3.89,1.29,-0.33
50,-0.23,2.61,0.30,-1.55,-9.67,-0.35,0.67609,-0.70068,0.20770,-0.09357,14.81,-9.06,92.06,-3.21,1.40,-0.64
50,-0.96,3.88,0.87,-1.10,-9.57,-1.81,0.61823,-0.74603,0.21906,-0.11523,19.69,-6.44,100.69,-2.41,1.25,-0.76
50,0.15,0.87,-2.84,-0.43,-9.44,-2.59,0.59015,-0.76416,0.21930,-0.14008,26.69,-2.56,105.31,-0.93,0.70,-1.45
50,-0.14,2.22,-0.27,0.13,-9.37,-2.88,0.57288,-0.77850,0.20209,-0.15771,30.75,0.75,107.06,-0.12,0.48,-1.08
50,1.05,-2.07,2.57,0.73,-9.45,-2.51,0.58173,-0.77234,0.17798,-0.18268,34.81,4.25,104.87,1.10,-0.23,-1.28
50,-0.75,0.88,-1.70,1.06,-9.52,-2.09,0.59436,-0.76147,0.16443,-0.19952,37.06,6.19,102.37,0.69,0.22,-0.54
50,0.52,-1.71,3.01,1.25,-9.52,-1.94,0.59998,-0.75934,0.14960,-0.20276,37.31,7.38,101.50,0.03,-0.45,-0.37
50,-0.61,0.67,-1.91,1.22,-9.52,-1.96,0.59924,-0.75958,0.15173,-0.20215,37.25,7.19,101.62,0.05,0.14,0.20
50,-0.10,-0.27,1.48,1.17,-9.53,-1.98,0.60022,-0.76099,0.14893,-0.19611,36.13,6.81,101.75,-0.05,-0.27,0.09
50,-0.30,0.33,-0.28,1.11,-9.53,-2.00,0.60022,-0.76099,0.15131,-0.19434,35.88,6.50,101.81,0.03,-0.11,0.03
50,-0.21,0.15,0.94,1.11,-9.52,-2.04,0.59912,-0.76276,0.14960,-0.19196,35.50,6.50,102.06,-0.22,-0.13,0.00
50,-0.16,-0.01,0.16,1.13,-9.50,-2.11,0.59576,-0.76526,0.14966,-0.19238,35.75,6.63,102.56,-0.13,-0.05,-0.10
50,-0.02,-0.46,0.62,1.18,-9.48,-2.20,0.59216,-0.76819,0.14838,-0.19287,36.06,6.88,103.00,-0.17,-0.05,-0.05
50,-0.22,0.15,-0.32,1.19,-9.48,-2.20,0.59174,-0.76807,0.14929,-0.19403,36.31,6.94,103.06,-0.06,0.10,-0.02
50,-0.03,-0.57,0.27,1.21,-9.47,-2.23,0.59015,-0.76910,0.14905,-0.19501,36.56,7.06,103.19,-0.09,0.02,-0.05
50,-0.25,-0.05,-0.19,1.20,-9.46,-2.25,0.58911,-0.76965,0.15015,-0.19501,36.63,7.06,103.37,-0.05,0.02,0.01
50,-0.17,-0.27,-0.14,1.21,-9.47,-2.22,0.59033,-0.76862,0.14984,-0.19556,36.63,7.06,103.19,0.09,0.02,-0.01
50,-0.30,0.31,-0.10,1.20,-9.47,-2.20,0.59113,-0.76813,0.14966,-0.19537,36.56,7.06,103.06,0.10,0.03,0.03
50,-0.08,-0.43,0.26,1.21,-9.49,-2.14,0.59344,-0.76630,0.14886,-0.19604,36.56,7.06,102.69,0.08,-0.04,-0.03
51,-0.27,-0.33,-0.28,1.22,-9.49,-2.11,0.59467,-0.76526,0.14838,-0.19684,36.63,7.13,102.50,0.19,0.04,-0.06
50,-0.10,-0.75,-0.07,1.22,-9.51,-2.02,0.59827,-0.76251,0.14734,-0.19751,36.50,7.13,101.94,0.19,0.02,0.05
50,-0.31,0.20,-0.06,1.17,-9.55,-1.88,0.60413,-0.75763,0.14856,-0.19739,36.19,6.81,101.12,0.37,0.07,0.10
50,-0.08,-0.53,0.61,1.14,-9.59,-1.68,0.61212,-0.75110,0.14777,-0.19824,35.88,6.69,99.94,0.58,0.10,0.05
50,-0.37,0.02,-0.24,1.11,-9.66,-1.20,0.63062,-0.73468,0.14642,-0.20276,35.63,6.50,97.06,1.34,0.10,0.11
50,-0.24,0.63,-0.03,1.03,-9.75,0.00,0.67456,-0.69342,0.13922,-0.21136,34.75,6.00,90.00,3.46,0.24,0.20
50,0.28,0.20,0.13,0.92,-9.52,2.14,0.74713,-0.61267,0.12274,-0.22662,33.88,5.56,79.94,4.79,0.40,0.23
50,-0.18,0.86,0.93,0.79,-8.82,4.19,0.81158,-0.52484,0.10248,-0.23541,32.69,4.69,67.25,4.97,-0.16,0.22
50,-0.04,1.55,0.49,0.74,-6.94,6.88,0.88751,-0.38080,0.06482,-0.25122,31.56,4.38,49.63,7.90,0.34,-0.23
50,-0.15,1.64,0.38,0.89,-4.17,8.82,0.93610,-0.22278,0.01575,-0.27179,32.19,4.69,28.81,6.39,-0.67,-0.76
50,-0.11,1.06,1.21,1.19,-1.00,9.68,0.95239,-0.06696,-0.04315,-0.29437,33.75,6.81,10.00,7.29,-0.10,-1.44
50,-0.90,-2.15,-1.23,1.02,2.62,9.39,0.93915,0.11151,-0.09283,-0.31140,36.25,6.50,-11.69,6.86,0.68,-1.21
50,-0.99,-0.41,-4.22,0.73,5.07,8.36,0.90948,0.24103,-0.12488,-0.31482,37.88,4.56,-28.44,4.99,0.12,-0.80
50,-0.16,0.00,1.89,1.01,6.55,7.22,0.87457,0.31714,-0.17609,-0.32184,40.19,5.81,-40.13,3.62,-0.59,-0.32
50,0.44,-0.30,0.61,1.09,7.62,6.07,0.84418,0.38361,-0.20764,-0.31165,40.38,6.25,-49.63,3.15,-0.46,-0.17
50,-0.50,-1.84,0.04,1.07,8.45,4.85,0.80981,0.44446,-0.23419,-0.30298,40.94,6.38,-58.44,2.91,-0.10,-0.21
50,-0.16,-2.63,-1.76,1.07,9.06,3.58,0.77521,0.50165,-0.25604,-0.28601,40.63,6.25,-66.75,2.92,0.05,0.04
50,-0.27,0.10,-1.29,1.14,9.39,2.56,0.74628,0.54132,-0.27570,-0.27209,40.00,6.63,-73.50,2.14,-0.26,-0.02
50,-0.04,-0.92,-0.71,1.20,9.61,1.49,0.71460,0.58069,-0.29425,-0.25592,39.63,6.94,-79.94,2.29,-0.09,0.30
50,-0.02,1.30,1.06,1.19,9.72,0.35,0.67932,0.62225,-0.30774,-0.23804,38.56,7.19,-86.37,2.57,0.01,-0.12
50,-1.11,2.08,-3.13,1.03,9.71,-0.85,0.64087,0.67072,-0.30609,-0.21399,37.69,5.88,-93.94,2.49,0.99,-0.11
50,-0.18,-0.01,-1.04,0.86,9.62,-1.67,0.61145,0.70245,-0.30341,-0.20142,36.44,5.38,-98.81,1.93,0.29,-0.53
50,-0.48,-1.25,-0.59,0.55,9.46,-2.49,0.57983,0.73584,-0.29248,-0.19177,36.50,3.44,-103.75,1.74,0.28,-0.62
50,0.21,1.50,-1.69,0.35,9.25,-3.23,0.55048,0.76526,-0.28180,-0.17883,36.06,2.44,-108.31,1.76,0.67,-0.71
50,0.49,-0.88,0.57,-0.05,8.89,-4.12,0.51074,0.80096,-0.26196,-0.17041,36.69,0.12,-113.75,2.04,0.51,-1.24
50,0.26,0.08,0.51,-0.34,8.61,-4.67,0.48456,0.82404,-0.24310,-0.16455,37.00,-1.63,-118.00,0.92,0.22,-0.83
50,-0.10,0.26,-0.87,-0.58,8.45,-4.94,0.46967,0.83569,-0.23151,-0.16571,38.75,-3.19,-120.00,0.65,0.27,-0.61
50,-0.05,-1.03,0.94,-0.73,8.42,-4.96,0.46680,0.83807,-0.22546,-0.16998,39.81,-4.13,-120.56,-0.06,-0.13,-0.23
50,-0.33,-0.94,0.00,-0.67,8.54,-4.76,0.47736,0.83179,-0.22583,-0.17108,39.88,-4.13,-119.44,-0.64,0.16,0.18
50,0.94,-1.29,-0.98,-0.54,8.73,-4.42,0.49585,0.82172,-0.22412,-0.16919,37.69,-3.19,-117.37,-0.66,0.09,0.05
50,-0.22,0.00,-1.03,-0.46,8.91,-4.04,0.51392,0.81018,-0.22369,-0.17145,37.13,-2.88,-114.81,-0.72,0.13,0.36
50,0.04,-0.20,0.37,-0.37,9.04,-3.77,0.52673,0.80035,-0.22772,-0.17371,36.56,-2.25,-112.81,-0.44,-0.13,0.25
50,0.07,-0.91,-0.90,-0.27,9.07,-3.70,0.53094,0.79730,-0.23047,-0.17126,35.94,-1.75,-112.25,-0.10,0.12,0.20
50,-0.02,-0.26,-0.89,-0.22,9.10,-3.64,0.53375,0.79492,-0.23248,-0.17072,35.50,-1.31,-111.81,-0.10,-0.01,0.08
50,-0.12,-0.52,-1.42,-0.21,9.09,-3.65,0.53308,0.79468,-0.23462,-0.17108,35.44,-1.25,-111.94,-0.03,-0.09,0.09
50,0.11,-0.65,0.83,-0.23,9.10,-3.63,0.53290,0.79297,-0.23816,-0.17474,36.25,-1.31,-111.69,0.07,-0.20,0.04
50,-0.05,-0.37,-0.69,-0.20,9.09,-3.65,0.53284,0.79285,-0.23907,-0.17407,36.13,-1.19,-111.87,-0.03,-0.03,0.05
50,0.14,-0.88,-0.35,-0.20,9.11,-3.61,0.53363,0.79242,-0.23901,-0.17377,36.19,-1.19,-111.62,0.06,0.13,0.01
50,-0.01,-1.04,-0.67,-0.16,9.07,-3.72,0.52936,0.79553,-0.24066,-0.17035,35.69,-0.94,-112.31,0.26,-0.02,0.08
50,-0.06,-0.27,-0.65,-0.14,9.05,-3.76,0.52844,0.79565,-0.24219,-0.17035,35.63,-0.81,-112.56,-0.14,-0.09,0.06
50,-0.17,-0.21,-0.50,-0.14,9.04,-3.78,0.52728,0.79657,-0.24225,-0.16943,35.63,-0.81,-112.69,0.10,0.07,0.00
50,-0.07,-0.11,0.09,-0.14,9.05,-3.77,0.52795,0.79602,-0.24231,-0.17017,35.69,-0.81,-112.62,0.00,-0.09,0.00
50,-0.08,-0.46,-0.49,-0.15,9.03,-3.79,0.52686,0.79718,-0.24121,-0.16943,35.63,-0.88,-112.75,0.15,0.12,-0.04
50,0.00,-0.84,-0.30,-0.15,9.00,-3.87,0.52356,0.79968,-0.24115,-0.16803,35.56,-0.88,-113.25,0.19,-0.01,-0.03
50,-0.11,-0.27,-1.23,-0.18,8.97,-3.95,0.51996,0.80261,-0.23975,-0.16724,35.63,-1.06,-113.75,0.16,-0.02,-0.13
50,-0.17,-0.48,-0.66,-0.32,8.87,-4.16,0.50891,0.81018,-0.23663,-0.16931,36.75,-1.88,-115.12,0.80,-0.03,-0.44
50,-0.06,-1.06,-2.27,-0.52,8.64,-4.59,0.48755,0.82544,-0.22968,-0.16779,37.94,-3.00,-117.94,0.87,0.10,-0.48
50,0.31,-0.87,-1.18,-0.77,8.37,-5.04,0.46277,0.84131,-0.22235,-0.16919,40.13,-4.50,-121.06,1.28,0.07,-0.73
50,-0.02,-1.12,-1.31,-1.05,8.02,-5.53,0.43475,0.85901,-0.21094,-0.16925,42.50,-6.13,-124.56,1.26,0.05,-0.72
50,-0.13,-1.47,1.59,-1.33,7.74,-5.86,0.41309,0.87048,-0.20282,-0.17456,45.75,-7.81,-127.06,0.69,-0.15,-0.58
50,0.11,0.17,0.18,-1.45,7.43,-6.22,0.39154,0.88257,-0.19629,-0.17102,47.19,-8.50,-129.94,1.31,0.21,-0.34
50,0.31,-1.31,-0.70,-1.51,6.98,-6.72,0.36176,0.89789,-0.19086,-0.16272,48.44,-8.81,-133.88,1.25,0.27,-0.38
50,0.01,0.11,-0.58,-1.52,6.53,-7.14,0.33405,0.91040,-0.18878,-0.15491,203.38,-8.94,-137.50,1.44,-0.10,-0.16
50,-0.38,-0.18,-0.61,-1.61,5.88,-7.67,0.29370,0.92493,-0.18964,-0.14911,203.13,-9.44,-142.50,1.95,0.08,-0.37
50,-0.55,1.15,0.60,-1.73,5.12,-8.18,0.24927,0.93915,-0.18750,-0.14404,202.56,-10.19,-147.94,1.80,-0.15,-0.38
50,0.32,0.00,-0.03,-1.90,4.42,-8.54,0.20996,0.94946,-0.18408,-0.14313,201.94,-11.19,-152.56,1.54,-0.27,-0.41
50,0.04,0.24,0.87,-2.07,3.59,-8.88,0.16376,0.95868,-0.18433,-0.14209,201.75,-12.19,-157.94,2.09,-0.23,-0.29
50,0.05,0.47,0.36,-2.18,2.88,-9.11,0.12573,0.96472,-0.18427,-0.13971,201.63,-12.88,-162.38,1.24,-0.32,-0.22
51,-0.07,0.07,-0.07,-2.31,2.24,-9.26,0.09167,0.96869,-0.18390,-0.13934,201.50,-13.63,-166.38,1.50,-0.12,-0.35
50,-0.19,-1.01,-1.16,-2.41,1.61,-9.36,0.05914,0.97235,-0.17914,-0.13763,200.88,-14.25,-170.19,0.95,-0.21,-0.54
50,0.23,-2.73,1.53,-2.68,1.42,-9.32,0.04877,0.97290,-0.16992,-0.14899,199.81,-15.81,-171.25,0.29,-0.54,-0.24
50,0.22,-0.28,1.08,-2.78,1.21,-9.32,0.03656,0.97235,-0.17310,-0.15265,200.13,-16.50,-172.56,0.74,-0.09,0.19
50,-0.08,-0.86,-1.38,-2.77,0.95,-9.35,0.02277,0.97229,-0.17816,-0.14966,200.75,-16.37,-174.13,-0.03,-0.28,0.11
50,-0.20,-0.49,-0.95,-2.83,0.92,-9.34,0.02008,0.97107,-0.18237,-0.15277,201.25,-16.81,-174.31,0.32,0.01,0.15
50,-0.22,-0.40,-0.05,-2.89,0.81,-9.33,0.01318,0.97028,-0.18555,-0.15466,201.56,-17.00,-174.94,0.13,-0.26,0.04
50,-0.05,-1.03,0.22,-2.98,0.83,-9.30,0.01343,0.96960,-0.18500,-0.15942,201.56,-17.62,-174.88,-0.02,-0.12,-0.01
50,0.09,-0.06,0.52,-3.02,0.80,-9.29,0.01147,0.96924,-0.18573,-0.16113,201.69,-17.87,-175.00,0.01,-0.03,-0.02
50,0.11,-0.50,0.07,-3.02,0.93,-9.28,0.01868,0.96954,-0.18231,-0.16266,201.38,-17.94,-174.38,-0.40,-0.01,-0.11
50,-0.12,-1.05,-0.98,-3.00,1.05,-9.27,0.02527,0.97003,-0.17871,-0.16284,200.94,-17.81,-173.63,-0.22,0.01,-0.08
50,-0.41,-0.43,-0.69,-2.99,1.18,-9.26,0.03259,0.96991,-0.17780,-0.16327,200.75,-17.75,-172.94,-0.44,-0.02,0.06
50,-0.23,-0.27,0.65,-3.01,1.43,-9.22,0.04492,0.96893,-0.17731,-0.16663,200.69,-17.87,-171.31,-0.36,0.06,0.05
50,-0.12,-0.87,0.17,-2.96,1.61,-9.20,0.05450,0.96857,-0.17712,-0.16577,200.69,-17.56,-170.44,-0.67,0.00,0.11
50,-0.07,0.21,1.86,-2.96,2.23,-9.07,0.08679,0.96539,-0.17535,-0.17236,200.63,-17.50,-167.13,-1.70,-0.10,0.15
50,-0.13,-2.26,0.20,-2.88,3.09,-8.84,0.13220,0.95929,-0.17548,-0.17761,200.56,-17.19,-162.19,-2.57,-0.06,0.63
50,0.42,1.42,7.71,-2.93,4.85,-7.99,0.22601,0.93597,-0.17786,-0.20300,201.44,-17.56,-151.25,-4.37,-0.17,0.79
50,0.74,1.39,-2.50,-2.35,6.48,-6.97,0.32715,0.90894,-0.17126,-0.19360,201.31,-14.63,-139.50,-4.36,0.98,1.04
50,0.30,2.57,-1.49,-1.95,8.16,-5.07,0.44855,0.85626,-0.15991,-0.20001,50.00,-11.81,-125.12,-5.75,0.22,0.66
50,0.18,-1.58,4.14,-1.63,9.35,-2.44,0.57397,0.77722,-0.14429,-0.21375,41.81,-10.00,-108.37,-6.39,-0.28,0.79
50,0.08,0.23,1.07,-1.14,9.73,0.32,0.68646,0.68372,-0.12689,-0.21259,35.81,-7.13,-91.06,-5.68,0.80,1.01
50,0.11,3.33,-1.12,-0.79,9.13,3.47,0.79755,0.56073,-0.09186,-0.20270,29.56,-5.06,-73.69,-7.76,0.72,0.95
50,-0.90,-0.33,-2.86,-0.58,7.97,5.67,0.86737,0.45428,-0.06635,-0.19208,25.50,-3.31,-56.75,-4.11,0.65,0.59
50,-0.51,-1.58,-0.60,-0.38,5.91,7.81,0.92902,0.31604,-0.04285,-0.18756,23.06,-2.56,-41.00,-7.40,-0.44,0.64
50,-0.85,5.03,-4.03,-0.14,4.10,8.90,0.95984,0.21179,-0.03241,-0.18109,21.62,-0.69,-26.25,-3.18,-0.08,0.60
50,0.79,0.01,-5.05,-0.10,2.08,9.58,0.97430,0.10596,-0.01630,-0.19794,22.31,-0.88,-15.19,-5.28,-0.43,-0.95
50,0.08,0.31,0.46,0.36,0.94,9.75,0.97498,0.04291,-0.02875,-0.21625,24.75,1.94,-6.00,-1.48,-0.82,-0.45
50,-0.70,3.40,-1.64,0.43,0.19,9.79,0.97351,0.00470,-0.02405,-0.22729,25.81,2.13,-2.31,-2.18,-0.38,-0.51
50,-2.41,1.52,4.44,0.79,-0.28,9.77,0.96680,-0.02423,-0.03558,-0.25189,28.75,4.38,1.44,-0.73,-0.58,-0.98
51,-1.59,2.50,-0.85,0.65,-0.70,9.75,0.96405,-0.04358,-0.02264,-0.26111,30.19,3.88,3.31,-1.15,0.42,0.08
50,-0.35,-0.64,0.91,0.62,-1.09,9.72,0.96155,-0.06244,-0.01593,-0.26691,31.00,3.56,6.38,-0.51,-0.05,-0.11
50,-0.63,2.24,-3.73,0.49,-0.99,9.74,0.96259,-0.05585,-0.01099,-0.26483,30.69,3.00,5.56,0.13,0.42,0.10
50,0.06,-0.57,-1.35,0.14,-0.88,9.76,0.95966,-0.04541,0.00525,-0.27740,31.87,0.94,5.38,1.18,0.24,-0.69
50,-0.53,-0.45,0.12,0.06,-0.61,9.78,0.96075,-0.03125,0.00537,-0.27570,32.38,0.44,4.00,0.65,0.15,0.35
50,0.47,0.35,-0.25,-0.03,-0.35,9.80,0.96570,-0.01685,0.00647,-0.25916,30.25,-0.06,2.31,0.56,0.19,0.59
50,-0.27,0.72,-0.41,-0.07,-0.23,9.80,0.96570,-0.01038,0.00684,-0.25940,29.87,-0.44,1.31,0.06,0.01,-0.15
50,0.00,-0.16,-0.43,-0.07,-0.23,9.80,0.96130,-0.01038,0.00671,-0.27521,31.50,-0.37,1.31,0.00,-0.01,-0.79
50,-0.17,-0.05,-0.38,-0.06,-0.23,9.80,0.96063,-0.01068,0.00665,-0.27753,32.25,-0.37,1.37,0.00,-0.00,0.01
50,-0.24,-0.12,-0.40,-0.06,-0.23,9.80,0.96204,-0.01062,0.00671,-0.27271,31.75,-0.37,1.37,0.00,0.00,0.23
50,-0.13,-0.05,-0.41,-0.07,-0.23,9.80,0.96313,-0.01068,0.00702,-0.26880,31.25,-0.44,1.37,0.00,0.00,0.17
50,-0.16,-0.08,-0.41,-0.08,-0.24,9.80,0.96387,-0.01074,0.00732,-0.26605,30.87,-0.44,1.37,0.00,0.00,0.10
50,-0.12,-0.06,-0.42,-0.08,-0.24,9.80,0.96436,-0.01080,0.00757,-0.26434,30.62,-0.50,1.37,0.00,0.00,0.06
50,-0.17,-0.08,-0.37,-0.09,-0.24,9.80,0.96454,-0.01080,0.00781,-0.26355,30.56,-0.50,1.37,0.00,-0.00,0.03
50,-0.10,-0.08,-0.42,-0.09,-0.24,9.80,0.96503,-0.01086,0.00812,-0.26184,30.37,-0.56,1.44,0.00,-0.00,0.09
