led,t,deltat,AcX,AcY,AcZ,GravX,GravY,GravZ,QuatW,QuatX,QuatY,QuatZ,OrX,OrY,OrZ,GyX,GyY,GyZ
0,9603,50,0.01,0.11,-0.33,-0.08,-0.39,9.79,0.99982,-0.02020,0.00433,0.00024,359.94,-0.44,2.31,0.02,0.00,-0.00
0,9653,50,0.01,-0.04,-0.41,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,-0.00,0.00
0,9703,50,0.02,0.04,-0.41,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,0.00,0.00
0,9753,50,0.00,0.03,-0.40,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,-0.00,-0.00
0,9803,50,0.00,0.03,-0.41,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,0.00,0.00
0,9853,50,0.01,0.02,-0.39,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,0.00,0.00
0,9903,50,0.00,-0.01,-0.39,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,0.01,0.00
0,9953,50,0.00,0.01,-0.37,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,-0.00,0.00,0.00
0,10003,50,0.01,0.03,-0.43,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,-0.00,0.00
0,10053,50,0.01,0.03,-0.39,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,-0.00,0.00
0,10103,50,0.00,0.03,-0.40,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,0.00,-0.00
0,10153,50,0.01,0.01,-0.40,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,-0.00,0.00
0,10203,50,0.02,0.03,-0.38,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,-0.00,0.00
0,10253,50,0.00,0.02,-0.41,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,0.00,0.00
0,10303,50,0.00,0.02,-0.41,-0.08,-0.40,9.79,0.99976,-0.02051,0.00433,0.00024,359.94,-0.44,2.31,0.00,0.00,0.00
0,10353,50,0.12,-0.11,-0.57,-0.08,-0.39,9.79,0.99976,-0.02020,0.00439,0.00018,359.94,-0.50,2.31,0.02,-0.00,-0.01
0,10403,50,0.16,-0.21,-0.62,-0.08,-0.40,9.79,0.99976,-0.02045,0.00439,0.00018,359.94,-0.50,2.31,-0.01,0.00,0.00
0,10454,51,0.12,0.19,-0.40,-0.08,-0.39,9.79,0.99976,-0.02039,0.00439,0.00018,359.94,-0.50,2.31,0.02,0.00,-0.00
