deltat,AcX,AcY,AcZ,GyX,GyY,GyZ,
23,-5600,-3920,16360,-4000,-141,-1146,
23,-8584,1620,8768,-3984,-3741,3401,
22,-5660,-2404,20444,-3968,-3295,-994,
24,-5280,-3900,15400,-4000,5506,1632,
22,-5584,-4172,14372,-3984,-2309,-778,
27,-6688,-2972,18668,-3984,-1913,-1389,
23,-5496,-4484,15604,-4016,3206,727,
23,-5212,-4160,14732,-3968,-3958,-203,
22,-5560,-3716,16272,-3968,-1046,522,
23,-5568,-3820,15548,-3984,65,197,
24,-5596,-3684,16008,-3968,2299,43,
22,-5488,-3684,16340,-3984,-1622,1723,
23,-5212,-3980,14952,-4000,-910,458,
22,-5576,-3640,16196,-4000,1044,-1352,
24,-5800,-3780,16180,-3984,581,-168,
22,-5452,-3776,15728,-3968,-595,909,
23,-5708,-3860,15788,-4048,-1521,1329,
22,-5620,-3844,15708,-3984,761,686,
27,-5672,-3876,15544,-4000,-285,-142,
22,-5732,-3668,16060,-3984,406,-451,
23,-5660,-3728,15976,-4032,957,885,
22,-5720,-3696,15672,-4000,-2138,2081,
24,-5804,-3848,15044,-4000,1667,756,
23,-5820,-3624,15940,-3984,1142,806,
22,-5828,-3732,15080,-3968,1206,1316,
23,-5888,-3432,16076,-3968,-938,1219,
24,-7108,-3576,15800,-4000,285,832,
24,-6156,-3712,15468,-3984,-3852,1303,
22,-6320,-3440,15952,-4000,1747,581,
23,-6116,-3404,16196,-3984,3338,1783,
22,-5044,-3252,15468,-4016,-2401,3613,
27,-7608,-4888,13920,-4000,-2309,759,
22,-6560,-3352,15640,-3984,-1533,193,
23,-6672,-3360,15592,-4032,-2090,946,
23,-8484,-2796,15148,-3984,1421,823,
24,-5448,-3276,14980,-4016,543,932,
23,-6708,-3488,14788,-3968,-2337,142,
22,-6924,-3316,15532,-3968,-153,981,
24,-6756,-3532,14836,-3984,-322,1359,
22,-6872,-3288,15676,-4016,619,2400,
23,-6948,-3456,15212,-3984,-1235,3180,
22,-6512,-2484,14572,-4000,-1683,2235,
24,-8168,-3916,15196,-3984,-2050,2143,
22,-7272,-3924,13924,-3968,-1899,1356,
26,-7616,-3748,14624,-3968,-4619,1563,
23,-8788,-3156,15664,-4032,-4133,6206,
23,-8148,-2084,9340,-3984,-4424,12188,
23,-4388,-11632,18672,-4000,13282,5902,
22,-13312,-8584,11740,-4000,-14391,10234,
24,-11004,-27996,32767,-4016,6819,11995,
22,-14188,-13700,19672,-3984,-5842,18728,
23,-17628,-14316,23868,-4000,6620,22709,
22,-15964,-6724,14540,-4000,240,24664,
24,-18456,-7040,15172,-3968,-736,23189,
22,-18276,-8300,20812,-4000,-4685,19920,
23,-18320,-9460,20812,-4000,-5722,13121,
23,-15024,-10356,24392,-3968,-410,382,
26,-17516,-9808,23460,-3968,-5923,-17976,
23,-17272,-9600,18088,-3984,-4634,-25299,
22,-15312,-9024,16712,-4000,-7044,-32768,
24,-15744,-6824,10412,-3968,-7324,-32768,
22,-15008,-4936,6904,-4016,-4742,-32768,
23,-15272,-2468,1300,-3984,-3956,-32768,
22,-10848,-1124,-1880,-4000,2783,-31559,
24,-1648,-1712,644,-4032,-2004,-22639,
23,-4708,2008,-4800,-4016,-2783,-15667,
24,200,1500,-1420,-4016,-343,667,
22,-832,1612,-1864,-4000,-4544,8494,
23,-3180,776,84,-4016,-605,21204,
26,-5808,-1088,4916,-3984,577,25648,
22,-8276,-2840,6612,-3984,3763,29771,
23,-11604,-4860,9652,-3984,768,32767,
22,-14972,-6068,12556,-4016,-771,32767,
23,-16960,-7284,15528,-3984,3084,31620,
23,-17052,-8640,19332,-4016,2129,26030,
23,-17420,-9796,20736,-4032,526,19478,
22,-16728,-10456,21340,-4000,1579,11845,
23,-15868,-10820,22076,-3968,435,2545,
22,-15976,-9892,20500,-3968,1212,-6799,
23,-15260,-10156,18116,-4016,289,-14687,
22,-16992,-8416,12984,-3984,-1397,-18431,
24,-12696,-7804,14636,-3984,323,-18088,
24,-12692,-6176,10492,-4000,-1988,-23657,
24,-12688,-4788,6724,-3968,1045,-19945,
23,-8644,-4516,6260,-4000,2633,-16312,
22,-6348,-3852,6000,-4000,-1241,-11777,
23,-7376,-2836,4580,-3968,-1761,-6100,
22,-6796,-2472,4952,-4016,933,822,
23,-5424,-2900,5680,-4000,-903,6860,
22,-7652,-2632,6888,-4000,-1633,10612,
24,-9128,-2992,9012,-3968,-365,14779,
22,-10032,-3844,10060,-3984,1398,14381,
23,-12044,-4756,11560,-3984,1209,16559,
22,-12540,-5756,13464,-3984,-212,16730,
23,-12732,-6784,14740,-4000,3022,12445,
28,-14692,-7464,15140,-3984,1967,7587,
22,-13652,-8060,16572,-4016,2314,4671,
23,-13984,-8340,15364,-3968,-100,1447,
22,-13060,-8312,14680,-3968,710,-2365,
24,-12044,-7792,14536,-3984,262,-6668,
22,-13460,-6712,12768,-4000,-1086,-10567,
23,-13436,-6080,10948,-4032,-84,-10262,
22,-11444,-5584,10444,-3968,-1861,-8977,
24,-10936,-4604,10004,-3968,-2289,-8061,
22,-10184,-4176,9664,-4000,251,-6886,
23,-8808,-4044,9180,-4016,16,-4826,
22,-10232,-3272,7224,-3968,-1243,-3336,
27,-8692,-3724,8500,-4000,-54,3326,
23,-8996,-3716,9492,-4000,-799,3536,
22,-9280,-4108,9492,-4000,1571,5212,
23,-10888,-4316,10444,-3984,415,6103,
23,-11940,-4708,10288,-4000,-206,8282,
23,-11116,-5596,12200,-4000,2017,8233,
22,-11956,-5960,12820,-4016,594,5792,
24,-12692,-6372,13352,-3968,1149,4612,
22,-12336,-6788,13168,-3968,110,3773,
23,-12792,-7008,13444,-3984,-1923,1488,
22,-13152,-6700,13712,-3968,-918,-345,
24,-11536,-6936,13208,-4000,-148,-3363,
22,-12756,-6384,11488,-4016,25,-6435,
26,-12040,-5884,11188,-4000,-612,-4404,
23,-10360,-5740,11540,-3968,-1870,-4043,
23,-10540,-5072,10356,-3984,-1467,-4411,
23,-10836,-4208,10084,-4000,-402,-3128,
22,-10056,-3968,10148,-3984,-348,-1731,
25,-10180,-3748,9952,-3984,-498,-1163,
22,-11568,-3488,9792,-4016,-1764,2054,
23,-9660,-4144,10340,-4032,838,4043,
22,-11508,-4644,10704,-4000,2491,1773,
24,-12416,-5332,10588,-3984,1799,6998,
22,-13520,-6040,12984,-3984,-1190,7545,
23,-17252,-6816,12316,-4000,-4133,11437,
23,-15180,-7936,15980,-4000,-307,11181,
26,-13736,-8720,19684,-4016,-3388,3934,
23,-14280,-9208,20116,-3984,-7093,-4765,
23,-11264,-9452,20896,-3968,-839,-16595,
23,-9472,-9360,20900,-3952,-663,-32768,
33,-13984,-6008,9272,-4016,-3003,-32768,
60,-12396,4832,-10812,-4000,-7011,-32768,
133,32767,32767,-32768,-3984,-32768,14372,
35,18520,-8820,-2396,-3968,-28666,-14199,
37,256,6292,21648,-3968,-32768,20436,
33,340,-12856,20188,-3968,14005,-14099,
34,-5732,-15752,26484,-3984,-9874,3059,
33,-4124,-12692,23160,-3984,-5639,-1435,
42,1900,532,4224,-4000,12846,662,
34,-3204,-18880,17536,-4000,-10401,1350,
34,600,-3232,20844,-3984,8260,2538,
33,-3588,-8640,13860,-4000,26,-3754,
34,-1932,-4328,18564,-4032,-3616,-4658,
33,-384,-4180,15224,-4000,10749,-8006,
34,-624,-4568,17048,-3984,-11678,1445,
34,-972,-4344,17036,-4000,5190,-1746,
32,420,-4408,15920,-4016,5069,4469,
34,-1844,-4980,17432,-4016,-916,3808,
33,-1440,-3956,17888,-4016,635,-2889,
34,-144,-3632,16952,-4000,4994,1259,
33,-1544,-3708,18188,-3968,1718,3747,
41,-1560,-3092,18400,-3984,2674,-3059,
34,-940,-2924,17664,-4016,1270,2694,
34,9160,-5012,21888,-3984,-930,-4250,
33,1148,-5812,13072,-3984,5748,8157,
34,-36,-4688,15224,-3984,2602,-2347,
33,-620,-3948,16276,-3984,-5042,-24,
33,-20,-3632,16764,-3984,1664,2937,
34,-852,-892,15152,-4000,-263,-1850,
33,-600,-3560,17496,-3984,1995,-820,
28,-468,-4540,16512,-3968,-1288,1276,
23,-664,-4072,16912,-4000,655,-716,
22,-140,-5308,16156,-3984,897,-515,
23,1760,124,13748,-4000,7318,586,
40,-160,-4216,15772,-4000,2112,1276,
211,-1544,-4156,17336,-4000,1928,454,
23,412,-4004,15804,-3968,-368,881,
23,-36,-3492,16832,-4000,233,439,
22,-104,-4384,15888,-4000,29,420,
23,-704,-3700,17496,-3984,-1128,1319,
22,-772,-4236,16812,-3984,184,1782,
23,-840,-4132,17152,-3984,-134,-508,
22,-440,-4132,16720,-3984,704,-1364,
23,-596,-3504,17288,-3952,-2248,-624,
23,-496,-2328,15208,-3984,2165,-1270,
22,604,-2068,16020,-3952,-2180,3155,
23,3324,-7028,21176,-3968,8778,-2075,
22,-2724,-2692,14156,-4000,-1096,-1709,
26,936,-5056,14684,-4000,-4324,843,
23,-888,-2468,19080,-4000,-1575,-1606,
23,-1416,-5284,15348,-4000,-2327,2502,
22,208,-3568,16824,-4016,-3600,-1587,
23,-1788,-4080,17836,-4016,337,-923,
22,-92,-8492,21572,-3984,1075,2043,
23,280,-16024,28336,-3952,-1252,-1064,
22,-2668,-4440,15236,-3984,1509,494,
23,2988,-7556,23496,-3984,233,-2302,
23,-1228,-5160,15736,-3984,-120,-2464,
23,-640,-2928,18136,-4016,-764,694,
23,-488,-4452,18280,-3968,-2145,2337,
22,-512,-4536,16200,-4000,3225,57,
23,-796,-3540,17420,-4000,-2780,314,
25,-816,-4292,16672,-3984,348,724,
23,-1636,-3560,13676,-3984,-4115,-499,
22,-3556,-1228,14888,-4000,329,2586,
25,-1776,-4536,17308,-4000,-5277,-1216,
22,-1580,-3884,17864,-3968,1708,1298,
24,-776,-4796,15776,-3984,-1793,-703,
22,-1180,-3112,17508,-4000,1096,-616,
23,-1020,-4148,16520,-4000,-5190,431,
23,-1420,-5012,16992,-4016,1275,-1760,
23,-3080,-2544,15772,-3968,-212,1545,
23,-2292,-1628,15708,-3984,6022,1017,
22,-1760,-4176,17804,-3984,-4516,-2849,
23,-1528,-3944,17988,-3936,-1439,1409,
25,-1284,-5064,15948,-3936,-1899,-1136,
23,2244,-4444,30276,-3968,4968,-768,
22,-2016,-5276,12520,-3952,-2094,-669,
24,708,-4184,19760,-3968,402,1323,
22,-628,-3904,16796,-3984,-4951,2073,
23,-1060,-4600,16496,-3968,587,462,
22,-980,-4000,16952,-3984,1574,-1738,
23,-808,-4228,16340,-4000,814,603,
24,-1188,-3828,17480,-3984,-1745,1429,
22,-1292,-4584,16516,-4000,2122,1794,
23,-1244,-3764,17036,-4000,1514,573,
22,-1284,-3964,16672,-3984,331,-1145,
24,-1256,-3552,17208,-4000,1935,722,
25,-1892,-3316,17988,-3968,-756,4090,
23,-1532,-3184,17328,-3984,686,1349,
22,-2840,-4488,17604,-3968,-653,-763,
24,-1588,-3612,17228,-3984,1355,-609,
22,-1252,-3528,16928,-3968,-2533,2126,
23,-1844,-4088,16544,-3968,-2405,1575,
23,-1612,-4056,16812,-4016,0,-72,
24,-3328,-3032,16364,-4000,25,3990,
23,-376,1684,13080,-3968,2078,8374,
23,-396,-5428,14656,-4016,-6874,13057,
23,-2376,-4672,13596,-4000,-15570,13083,
22,-2648,21396,-8076,-3984,14845,22135,
23,-1256,3660,17656,-3984,2682,15782,
26,-14868,8376,-9936,-3968,-10575,32767,
23,5640,2856,-5340,-4000,32767,24261,
22,-14360,-4100,11396,-4000,-8356,32767,
23,-19308,-3848,14936,-4000,-9405,32767,
24,-23468,-5560,16116,-3984,-3524,32767,
22,-23568,-7440,20328,-3984,-550,30599,
23,-21984,-8460,21912,-4000,3483,20536,
22,-20344,-9276,23396,-3952,1142,12230,
24,-21248,-8444,23704,-3984,-2675,647,
22,-24532,-6928,21532,-3968,-3644,-8834,
23,-24272,-5836,20188,-3984,-1986,-19389,
23,-22696,-5208,16680,-4016,-321,-28692,
23,-21012,-4768,12800,-3968,503,-32768,
25,-18700,-3992,8960,-3984,964,-32768,
23,-16224,-3464,5748,-4016,-493,-32014,
22,-12172,-2936,4068,-4000,1006,-24929,
24,-9548,-2652,3428,-3984,-792,-18754,
23,-6504,-2204,3376,-4000,-766,-9529,
22,-3632,-2108,5576,-4000,-2030,-4813,
24,-7404,264,4440,-3984,-6325,1750,
22,-5124,-4,7848,-3968,-3802,11262,
23,-7808,368,9888,-4000,-9218,12761,
22,-8644,-568,12136,-3952,-4489,16888,
24,-6468,-1612,17168,-3984,-4617,13725,
23,-7352,-2260,18676,-4016,-1101,3142,
24,-13220,-1684,16292,-3968,-4069,-629,
27,-10692,-3364,17840,-3984,-2355,-6343,
23,-9816,-4664,19168,-4000,-3320,-13533,
23,-11284,-4700,15872,-3968,-4428,-21919,
23,-9648,-5588,14428,-4016,-814,-25636,
23,-13384,-5628,10132,-3968,-5270,-32670,
22,-8004,-6260,8452,-4032,5185,-27154,
23,-6188,-6460,7284,-4016,-1749,-28274,
23,-10236,-5416,3740,-4000,-22,-26858,
23,-9136,-5292,5724,-4000,390,-15732,
22,-5496,-5732,4416,-3984,-1179,-13975,
24,-2344,-6380,5528,-3968,216,-6420,
22,-2052,-6336,5884,-4000,-6167,-4732,
26,-2000,-5684,6312,-4000,-3028,3976,
22,-196,-5496,10792,-4000,-7929,6372,
23,-4124,-3836,9968,-3968,-9799,7011,
23,-4416,-3500,12660,-4000,-3864,8707,
22,-4668,-3480,15108,-3952,-6273,7798,
23,-8464,-3084,15320,-4016,-7919,5750,
23,-8040,-3620,17340,-3984,-3728,5168,
23,-5836,-4964,18344,-3984,-3828,-989,
22,-7120,-5540,17300,-3984,-3776,-6165,
23,-8216,-5932,17344,-3968,-4807,-7747,
22,-11216,-5624,16300,-4032,-7949,-12407,
23,-10420,-6308,13924,-4000,-304,-10062,
22,-5472,-8164,15208,-3984,-706,-14292,
35,-6980,-8344,10252,-4016,-824,-12375,
23,-5016,-8896,11388,-3952,-3373,-8148,
23,-3032,-8776,11820,-3984,-7049,-4795,
23,-5584,-7996,10748,-3984,-1327,-8074,
22,-3960,-8368,12256,-3984,-351,-3644,
23,-5664,-7596,11028,-4000,-7023,543,
22,-3988,-7568,12340,-4000,-6542,5571,
24,-3896,-7344,15984,-4000,-9922,3601,
22,-5248,-6716,13920,-3968,-2354,-2928,
23,-7752,-7012,13064,-3984,175,-2952,
22,-7812,-7628,12764,-3984,-2588,1868,
23,-6164,-8768,15516,-3984,-2047,2597,
23,-5836,-9340,16168,-3968,-986,-1160,
25,-5732,-9804,15660,-3968,-120,-360,
24,-5624,-10132,15300,-3984,-1016,-2287,
22,-8296,-9224,14708,-3984,-3157,-743,
23,-5924,-9560,16596,-3968,-2495,661,
22,-6420,-9224,15704,-4000,-1710,-4461,
24,-7424,-8760,13928,-3952,1997,-4666,
22,-4764,-9632,15412,-4000,1562,-3803,
23,-6136,-9224,14000,-4000,-376,-5435,
23,-4796,-9364,14776,-4016,1316,-3989,
23,-5252,-9248,14112,-4000,-790,-6864,
22,-3560,-9036,12788,-3968,-613,-2202,
23,-3352,-8584,13848,-3984,-391,-5940,
27,-6592,-7116,11124,-3984,942,-4159,
22,-3320,-7532,11692,-3968,1850,-571,
23,-1984,-7432,12128,-3984,-919,798,
22,-3744,-6512,11516,-4000,-64,2119,
24,-2796,-6704,11736,-3984,1752,3199,
22,-3184,-6924,12768,-3984,2321,1490,
23,-4804,-7100,11312,-4000,3739,3428,
24,-2416,-8268,13968,-3968,3544,5322,
23,-4108,-8424,13200,-3952,1569,3038,
22,-5328,-8820,12928,-3968,1226,5337,
24,-3756,-9396,14236,-3968,68,6725,
23,-3192,-9416,13960,-3984,-880,5133,
22,-6116,-8688,13980,-4032,-313,2682,
24,-5584,-8732,14900,-3968,-307,4862,
25,-4676,-8480,14256,-3936,-826,2079,
23,-4912,-8652,14368,-3968,3096,-769,
22,-4408,-8844,15224,-4000,3754,-2600,
24,-4876,-8728,13148,-3984,4718,-3078,
22,-5076,-9044,13252,-4000,3807,-300,
23,-4216,-9300,13748,-4032,617,3189,
22,-4704,-8844,13860,-3984,-63,4227,
24,-6984,-8376,13072,-3968,469,2758,
22,-5864,-8760,13652,-3984,3801,5664,
23,-5644,-8724,14028,-3984,2669,6811,
23,-6708,-8060,17012,-4000,-3975,8883,
23,-13460,-5928,13596,-3968,-3265,8846,
23,-10936,-6592,16348,-3984,3503,6937,
25,-8952,-7616,16840,-3968,7790,1896,
23,-8536,-7912,16200,-3968,7980,2321,
23,-8204,-8612,16060,-4016,1194,3250,
23,-8956,-8304,15236,-4000,3292,1180,
22,-6720,-8992,16808,-4000,4880,-1861,
23,-9852,-8848,12768,-3984,140,-5688,
23,-11332,-8448,12020,-4000,2420,-1225,
23,-6476,-9456,13344,-4000,400,1905,
22,-7276,-8824,12356,-4016,-2949,-1134,
23,-7492,-8240,12172,-4000,4197,-1760,
25,-6284,-8288,12108,-4016,1384,-1899,
22,-7984,-7248,8720,-3984,-1763,1867,
23,-5760,-6908,12944,-4000,844,4879,
26,-5696,-6476,10512,-4000,2780,89,
23,-7540,-5780,9364,-3984,4178,2258,
22,-5240,-5620,11740,-3984,-902,10639,
23,-4792,-4932,13044,-4000,-3625,10170,
23,-10256,-3500,11280,-3984,3330,7234,
23,-9984,-3936,12312,-3984,8077,10260,
22,-8392,-5224,14584,-4032,7264,9292,
24,-9884,-5964,13720,-4000,4233,10914,
23,-7320,-7444,16324,-3968,10663,8628,
22,-5116,-8944,19220,-3984,7353,4141,
23,-12312,-7480,14480,-4016,4322,-2851,
23,-13208,-7276,13648,-4000,9116,2659,
23,-8952,-8504,15448,-3968,7401,-247,
25,-10356,-8352,13368,-3968,7496,-1147,
24,-6760,-9340,14768,-3984,8521,41,
22,-8692,-8688,12704,-3968,4909,-4068,
23,-11808,-7364,10844,-3968,2044,1541,
22,-6216,-7620,13368,-3984,1544,5849,
24,-1732,-7344,15808,-3984,-130,1637,
22,-5724,-5272,12256,-4000,1203,-4677,
23,-7520,-4384,10756,-3936,6413,-2452,
24,-6764,-3796,11096,-3952,89,3739,
22,-4740,-3924,12464,-4000,197,5388,
23,-5300,-4428,14056,-4000,4544,3918,
22,-4740,-5600,14896,-4016,5456,2579,
24,-7932,-6680,12788,-4000,2137,2153,
26,-8772,-8384,12896,-4000,5672,7196,
23,-4788,-10800,16748,-3984,6682,8405,
22,-4504,-11792,17716,-3984,3243,3550,
24,-11124,-10788,14316,-4000,-3010,5201,
22,-12920,-9476,14020,-4000,1428,9546,
23,-8536,-9824,19012,-3968,3054,5176,
23,-12368,-8476,17268,-3984,-1106,-28,
22,-13328,-7296,16200,-3984,-2263,3628,
23,-14636,-5920,16676,-4016,-7685,2775,
22,-11524,-5184,18248,-3968,-3719,925,
24,-9296,-4784,18964,-4032,1975,-8786,
24,-5496,-5420,17212,-4032,2319,-16710,
26,-11700,-3500,9632,-3984,-510,-16362,
22,-6272,-3856,11684,-4000,685,-10141,
23,-2436,-4552,11900,-3984,1397,-12179,
22,-124,-5732,9988,-3984,5854,-12711,
23,-4092,-5520,6104,-4016,901,-8767,
22,-2356,-6716,6552,-4016,82,3558,
23,-1832,-7352,9760,-3984,40,4531,
24,-3476,-7680,8996,-3984,-1437,6598,
22,-3480,-8364,10260,-4000,1813,10669,
23,-6528,-8268,10688,-4000,927,8791,
22,-4620,-8916,12712,-3968,1817,16111,
23,-5076,-8560,14704,-4016,84,11683,
22,-6804,-8156,14100,-3984,2589,11722,
23,-8868,-7212,15428,-4000,552,14476,
26,-9556,-6116,17928,-3968,-1803,16880,
23,-11180,-5428,19912,-4032,-3275,13782,
22,-12328,-5336,19020,-4000,2407,9017,
23,-8872,-6644,21936,-3984,5004,7081,
23,-10452,-6468,20804,-3984,1231,-2634,
24,-11972,-7848,19672,-4000,5027,-6665,
24,-13260,-10040,16944,-3984,1728,-10295,
22,-15064,-10180,12792,-4032,165,-6712,
23,-9020,-11476,14944,-4000,-7575,-676,
22,-5588,-11284,15120,-3984,-567,-9902,
24,-6692,-13228,12420,-4000,11060,-14668,
22,-14516,-14388,9880,-4000,1924,-9747,
26,-11380,-14196,10260,-4000,-1045,8240,
23,-9968,-13260,12228,-3968,-3520,3660,
23,-12216,-11512,8948,-4016,3858,2381,
22,-9052,-10172,12312,-4016,5731,5423,
23,-6280,-8372,14052,-4000,-1948,7278,
24,-8892,-4956,13548,-4016,647,6186,
22,-8860,-1960,23112,-4016,-3031,-4973,
23,-25260,3020,3212,-3984,-2042,-15521,
23,-13916,4056,10060,-3968,1285,5324,
23,-6932,5832,17184,-4016,-24506,-7839,
22,-14764,10948,5832,-3984,10006,-25145,
23,-7660,10820,7676,-4000,10783,-23750,
23,3232,8412,-644,-4000,9152,-15597,
26,18048,1760,5704,-3984,4881,10925,
22,18008,172,6260,-4000,-5133,8661,
23,-18884,4632,1812,-3984,-3198,18675,
23,-26600,-1544,3648,-4000,1037,32767,
23,-32768,-10452,14944,-3968,-7154,32767,
23,-32768,-12260,12768,-3984,-5406,32767,
22,-32768,-19156,19408,-4016,22663,32767,
24,-32768,-23532,31416,-4000,11792,32767,
22,-22428,-25788,32767,-4000,4568,22831,
23,-11592,-26944,32767,-3984,5743,-21553,
24,-29196,-23952,32767,-4016,-19864,-32768,
23,-32768,-21488,23164,-4000,-12596,-32768,
26,-32768,-14468,824,-4000,-20379,-32768,
23,-32768,-7804,-7888,-4016,-27436,-32768,
22,-26424,-664,-5648,-3968,-25468,-32768,
23,-17428,5132,-7904,-3984,-15106,-28297,
24,-1856,4624,-7460,-3984,7298,-11132,
22,10588,3920,-1136,-4000,-13241,24279,
23,3820,4420,472,-3984,-27344,32767,
22,-8452,4844,6916,-3968,-14892,32767,
24,296,2284,12672,-3984,11092,32767,
22,-1772,-460,14040,-4000,9864,26506,
23,-21940,3264,10964,-3984,-18874,32767,
22,-26464,3744,12812,-3984,-15826,32767,
27,-15532,1884,27276,-4032,1300,23228,
22,-19404,2084,25324,-4000,3788,6565,
23,-18980,760,22476,-4000,4023,-1843,
22,-20252,2396,20956,-4000,398,-7069,
24,-10080,-1572,17372,-3968,-2392,4601,
23,2616,-4512,32767,-4032,515,-7743,
22,-14732,-4592,24244,-3984,-10214,-31910,
24,-26440,-3168,9640,-4000,-1984,-25937,
22,-10352,-9256,20332,-4000,-8605,-19871,
23,-16988,-12512,11848,-4000,-17320,-32768,
22,-31280,-14000,3928,-3984,22971,-32768,
24,-32752,-20524,2448,-3984,22977,-32768,
22,-18192,-26960,2476,-3984,5365,-29323,
26,-9908,-32768,5244,-4000,3434,-25782,
23,-20004,-32768,-952,-4000,-4023,-32628,
24,-17908,-32768,-9488,-4000,-8144,-8594,
24,-4844,-32292,1216,-4000,-26675,16271,
22,-17564,-19820,-3420,-3968,-32768,30433,
23,-32768,-8712,-1776,-3984,-24784,32767,
22,-26608,-6244,8376,-4016,3523,32767,
24,-28816,-4044,11972,-3984,7695,32767,
22,-32768,156,9412,-4000,944,32767,
23,-32768,436,22780,-3984,20712,32767,
23,-32768,2008,27840,-3984,-8515,32767,
23,-32768,5320,27732,-4000,11919,32767,
25,-32368,6688,32767,-4016,13095,19949,
23,-31988,10256,32767,-4000,1331,-11390,
22,-20392,12372,32767,-3984,18007,-31122,
24,-19676,13060,32767,-4016,16942,-32768,
23,-32768,16508,3848,-4000,27297,-32768,
22,-13812,7816,10780,-3968,27848,-32768,
23,-18348,3680,1884,-4032,7134,-32768,
22,-32768,412,-1792,-3984,11954,-32768,
23,-32768,-4460,-7024,-3984,32767,-31603,
22,-32768,-17372,-8532,-3984,32767,-12519,
24,-32768,-32768,-2940,-4000,32767,19683,
22,-32768,-32768,14740,-3984,32767,32767,
26,-29856,-32768,23480,-3968,25781,32767,
22,-25676,-32768,26000,-4032,10063,18924,
23,-25492,-32768,28688,-3984,-1330,-4744,
22,-32108,-30124,17364,-4000,-5818,-12886,
24,-32768,-21728,13808,-4016,-9407,-11448,
23,-32768,-9764,4504,-4000,-21050,3308,
22,-32768,-3172,4172,-4000,-15106,20979,
23,-32768,3856,10536,-4016,19519,23054,
22,-32768,5032,13896,-4016,12835,15267,
25,-32768,12360,10524,-4000,-15530,29243,
22,-32768,12592,16184,-4000,-6026,32767,
23,-23388,16288,32767,-4000,-17276,32767,
25,-13332,17500,32767,-3984,3017,1540,
23,-20060,18932,29640,-4016,11607,-19839,
23,-13856,17148,25880,-3968,-6327,-26160,
23,-13692,13968,24320,-4000,2221,-32768,
23,-22604,11888,12912,-3984,24929,-32768,
23,-30724,7440,-4384,-3984,32767,-32768,
23,-19632,644,-3768,-4048,24194,-30146,
22,-15968,-5656,1720,-4000,8454,-15081,
24,-21604,-8116,3152,-4016,14588,-14763,
22,-32768,-12968,-5824,-4016,25735,-2828,
23,-32768,-20220,-836,-4016,30049,32767,
22,-21576,-28536,16792,-4000,27383,32767,
24,-25104,-32196,24056,-4000,12793,32767,
27,-32768,-31528,23324,-4048,14766,29362,
23,-24036,-31484,30580,-4016,16388,16347,
24,-24000,-27780,31064,-4000,-3709,-1887,
22,-31964,-20824,21248,-4000,-6525,-11243,
23,-32768,-13152,20504,-4032,-3612,-21017,
22,-32768,-7464,14020,-4000,-17,-32768,
24,-32768,-2144,4588,-4016,-16375,-32768,
22,-30036,1456,4128,-4032,-582,-32768,
23,-19952,1156,3164,-3968,3366,-32768,
22,-9180,856,-3100,-4016,3051,-32768,
24,1780,700,-1860,-4000,-5074,-13974,
22,10332,-568,-360,-3984,-156,-5048,
26,360,2820,156,-3984,-13930,2601,
25,-1500,2536,-3160,-4016,-7952,29585,
22,-3816,2204,2164,-3984,-17012,32767,
23,-14796,1144,6700,-4000,-11816,32767,
23,-18172,-260,10516,-4032,4120,32767,
23,-15572,-2600,13560,-4048,6626,32767,
22,-23204,-2800,12820,-4016,-4212,32767,
23,-26540,-1728,15728,-4016,-6256,32767,
23,-15392,-3372,25572,-3968,-2928,29063,
23,-12488,-3660,27548,-4016,8544,-2175,
22,-22692,-4696,18240,-3984,3963,-8948,
23,-19144,-6656,17092,-4000,-240,6143,
26,-13584,-6992,24868,-4000,-10059,-14146,
23,-26616,-5096,15064,-4016,2286,-32218,
23,-15812,-10084,12472,-3984,15655,-22504,
23,-6352,-12400,14776,-4032,-4870,-21875,
23,-8304,-13672,11860,-3984,-3255,-23681,
22,-18664,-13604,8068,-4016,8771,-26821,
23,-16460,-16268,100,-4032,10969,-11519,
23,-7424,-17516,5112,-3968,1101,6551,
23,-1964,-16984,9516,-4016,-7540,9048,
22,-9380,-14200,8904,-4000,-9478,557,
23,-10640,-11728,6304,-4016,3198,-5495,
23,-6152,-11576,7772,-4016,320,-956,
23,-13872,-7800,2208,-4016,-14841,4998,
25,-4104,-8688,10892,-4016,-1519,13300,
23,-8344,-8344,8092,-4048,6494,-4740,
24,-20284,-7228,904,-4000,2948,11179,
22,-19048,-7676,8772,-4016,-4360,26993,
23,-15204,-9328,13676,-4016,7402,18284,
23,-8428,-14236,15220,-3984,31762,6475,
24,-14656,-16716,12656,-4032,12439,12007,
22,-23512,-14780,10204,-4032,-66,24518,
24,-17028,-13620,18716,-4032,8456,29427,
22,-13940,-11832,20928,-4000,9141,11081,
23,-22344,-8464,14528,-4000,2575,4461,
23,-23844,-5616,12276,-4016,-2035,8372,
26,-18916,-3148,12552,-4016,-1763,6632,
23,-12924,-3568,17064,-4032,10378,-5465,
23,-13824,280,13184,-4000,11540,-19052,
23,-12316,3584,8892,-4048,3527,-18382,
22,-10288,6180,8788,-3984,-1922,-22799,
23,-13220,8356,4852,-4000,21421,-32768,
23,-1724,6160,924,-4000,25906,-29835,
23,4448,5564,-2284,-4016,10244,-20855,
22,540,6948,-4796,-4000,4945,-9875,
