deltat,AcX,AcY,AcZ,GyX,GyY,GyZ,
23,-32768,-13844,7500,-3936,-1514,32767,
25,-32768,-24692,26052,-3952,-14691,32767,
22,-32768,-29888,32767,-3952,-32768,-9083,
23,-32768,-26424,24112,-3936,-20933,-32768,
22,-32768,-26516,10916,-3984,-32768,-32768,
27,-32768,-22056,7684,-3968,-32768,-32768,
22,-32768,-12676,-5608,-3968,-32768,-32768,
23,-32768,-3720,-11464,-3952,-32768,-32768,
23,-32768,2916,-5792,-3936,-21614,-32768,
23,-32768,6328,-7192,-3968,-8423,-32768,
22,-20772,6332,-4856,-3968,-1179,-31126,
24,-21440,10804,-5728,-3968,-10094,-28357,
23,-10732,11272,-4664,-3984,-4086,-10377,
22,-3512,10688,-512,-3952,-7807,-17139,
24,-2948,10528,-3656,-3952,-377,-13717,
22,2844,8908,-2556,-3952,-807,-11117,
23,1952,8652,-3064,-3968,-5549,-11712,
26,2544,8060,-3676,-3968,-2114,-6714,
23,2860,7376,-3360,-3968,-3724,-4560,
22,7056,6760,-3784,-3984,-7976,1797,
23,4628,7984,-3488,-3968,-12767,3090,
23,3804,9180,-5256,-3968,-9375,7042,
23,2024,9672,-5144,-3952,-8525,14040,
22,884,9304,-2784,-3952,-10870,23838,
24,-960,8192,-1864,-3968,-12754,32767,
23,-596,6948,3640,-3968,-10927,32767,
22,-10524,8648,2552,-3952,-8034,32767,
23,-10984,5908,5788,-3952,-10118,32767,
23,-16060,3816,8508,-3952,-18236,32767,
23,-18228,1448,11904,-3984,-17589,32767,
25,-20508,-888,18464,-3968,-8660,32767,
25,-27672,-1736,17652,-3968,-4006,32767,
23,-30852,-3668,19340,-3952,-3039,32767,
23,-32768,-4848,19416,-3968,-13849,32767,
22,-32768,-5440,18136,-3968,-12490,32767,
24,-32768,-7396,28784,-4000,-8353,31044,
23,-32768,-9580,28676,-3968,-21236,7124,
22,-32768,-6652,19848,-3968,-32768,-9173,
24,-32768,-8832,17768,-4000,-20964,-15762,
22,-32768,-11744,18652,-3968,-24500,-31598,
23,-32768,-10752,14116,-3968,-19006,-32768,
23,-32768,-14096,10144,-3936,-14930,-32768,
26,-32768,-15672,1308,-3968,-10922,-32768,
22,-32768,-16492,888,-3984,-5481,-32768,
24,-22292,-16412,2056,-3968,-14737,-32768,
25,-17324,-15796,-2184,-3968,-15480,-30742,
22,-13004,-14336,288,-3968,-14923,-21482,
24,-11092,-11776,-180,-3968,-15808,-13874,
22,-9288,-9452,1000,-3952,-10690,-6938,
23,-8304,-7504,2920,-3936,-10185,-2685,
23,-5400,-5760,4648,-3968,-7476,1777,
23,-2548,-5308,7840,-3952,-1410,-3565,
22,-2348,-4712,7960,-3984,-1181,-8492,
24,-4864,-2420,6620,-3952,-2196,-13270,
25,-3484,-1500,5216,-3952,-701,-14410,
23,4,-536,4240,-3952,-3050,-13292,
22,-552,1588,5236,-3968,-5461,-16991,
24,-5372,5828,-960,-3968,-14307,-11173,
23,-464,7232,-624,-3984,-14010,-2849,
22,-76,9232,1344,-3984,-13935,-3206,
23,3548,10012,1988,-3968,-6954,-1485,
24,3124,11580,368,-3968,-1726,-7170,
23,3908,12208,-1980,-3968,5078,205,
23,3028,12396,-3652,-3968,-3923,10107,
23,0,10616,-684,-3968,-7348,24021,
22,-7000,8984,1740,-3968,-7049,30051,
24,-9172,5368,2964,-3968,4361,30737,
25,-12788,1596,6552,-3968,-2928,32767,
23,-17972,-844,6836,-3968,-6791,32767,
24,-20684,-2240,10792,-3968,-4348,32767,
22,-28132,-3964,8988,-4000,2758,32767,
23,-32768,-6528,11248,-3968,-8036,32767,
23,-32768,-7924,13652,-3936,-9004,32767,
23,-32768,-11128,14344,-3936,-5022,32767,
22,-32768,-13828,15788,-3984,3994,32767,
24,-32768,-17616,21188,-3952,2339,32767,
22,-32768,-21064,24644,-3952,1061,17554,
24,-32768,-21328,24740,-3984,416,293,
22,-32768,-20092,26076,-3952,-3657,-15416,
23,-32768,-16676,22248,-3984,-7852,-32768,
26,-32768,-11584,14196,-3952,-5856,-32768,
23,-32768,-6912,10864,-3936,-7805,-32768,
23,-32768,-3028,8432,-3920,-4058,-32768,
22,-31684,104,6640,-3968,-1658,-32768,
23,-23148,1068,7060,-3968,3696,-32768,
22,-18936,2948,3916,-3984,-1702,-32768,
24,-19008,4544,-12,-3968,3725,-32768,
22,-13840,4424,-616,-3968,5089,-32768,
23,-13472,4796,-5676,-3952,6444,-32768,
22,-12864,3972,-7040,-3968,9228,-32768,
23,-6580,3588,-7040,-3952,12115,-32768,
29,-7608,1548,-14884,-3968,2131,-32768,
25,-4264,1232,-14852,-3952,13994,-31185,
23,1132,-4236,-17360,-3952,4279,-20086,
22,-332,-3200,-21620,-3968,5362,-6026,
23,2140,-6192,-17476,-3968,5189,7297,
23,284,-6284,-19712,-3936,-1131,22601,
23,408,-6492,-14288,-3952,-4161,32767,
22,-6780,-3716,-9460,-3936,-9966,32767,
23,-11852,-1616,-4492,-3984,-14960,32767,
22,-25528,548,-2700,-3936,-23572,32767,
23,-28604,-296,4468,-3968,-16909,32767,
23,-32768,-888,9416,-3952,-11824,32767,
23,-32768,784,12760,-3968,-16154,32767,
22,-32768,-1152,15792,-3920,-7700,32767,
21,-32768,-3740,23020,-3968,-6854,32767,
24,-32768,-4488,25496,-3968,-8111,32767,
22,-32768,-6500,32767,-3936,-7662,32767,
23,-31860,-8584,32767,-3952,-12875,12321,
23,-32768,-7352,30244,-3952,-14627,-13733,
23,-32768,-6744,24364,-3984,-18978,-30911,
22,-32768,-6892,19800,-3952,-17222,-32768,
24,-32768,-3956,11368,-3952,-24807,-32768,
22,-32768,-1688,796,-3984,-19622,-32768,
23,-32768,-3876,-1748,-3984,-11143,-32768,
23,-32768,-5752,-4548,-3984,-14136,-32768,
26,-29488,-6032,-6016,-3952,-10912,-25412,
23,-30792,-10180,-4376,-3984,-3539,-24122,
23,-32768,-14080,-5952,-3984,3518,-16360,
23,-32768,-19828,-1724,-3952,4852,1977,
23,-29864,-23328,684,-3952,3227,3211,
24,-30360,-25628,4384,-3984,6973,1910,
23,-26312,-26584,8688,-3968,5563,-5744,
23,-22576,-26244,11576,-3968,2329,-15810,
22,-30000,-23156,7936,-3936,-6923,-29051,
24,-28684,-20500,5360,-3936,-1670,-32768,
22,-26892,-16668,2848,-3968,-7132,-32768,
23,-26128,-10740,-880,-4000,-15118,-32768,
26,-30608,-3076,-4100,-3968,-18647,-32768,
23,-28444,1216,-10760,-3968,-7806,-32768,
23,-23616,5504,-6824,-3968,-17899,-23360,
23,-30216,16540,-11016,-3968,-32768,-4960,
23,-24508,22520,-6840,-3936,-32768,32767,
22,-22688,27676,796,-3968,-32768,32767,
24,-17500,30460,10372,-3968,-32768,32767,
22,-14848,31120,17896,-3968,-32768,32767,
23,-12136,28192,22676,-3968,-32768,32767,
23,-14520,22404,24648,-3968,-18773,32767,
23,-22572,16404,25000,-3968,-26029,28526,
22,-31520,3544,15688,-3968,-22435,23860,
27,-32768,3940,17784,-3968,-17778,878,
23,-32768,-4384,14440,-3968,-14057,-637,
22,-32768,-6664,8852,-3984,-32768,-7304,
24,-32768,-13020,6636,-3952,-5027,-16688,
22,-32768,-22536,3484,-3952,13775,-11942,
23,-32768,-27456,10088,-3984,-3610,-568,
23,-32768,-32768,19844,-3952,897,-6424,
23,-29332,-32768,15960,-3952,2915,-16223,
22,-19232,-32768,17144,-3968,-5702,-19381,
24,-18428,-30408,15924,-3984,-20617,-30770,
22,-27632,-21584,4220,-3984,-28969,-23530,
24,-31332,-11268,2332,-3984,-27592,-5678,
27,-29688,-3492,3388,-3968,-19585,2825,
22,-29628,2668,3792,-3936,-3848,9671,
24,-16904,3320,5848,-3936,2473,18956,
22,-16688,4132,9740,-3968,-2158,10393,
23,-15256,9408,13924,-3936,-3419,17351,
23,-7696,9304,17008,-3936,-4827,16933,
23,-4968,8488,19124,-3968,-2449,7054,
22,-6096,6896,18948,-3968,2181,1101,
24,-6512,3864,18112,-3936,3353,-8240,
22,-10944,776,14700,-3968,3199,-13150,
23,-13396,-2844,11464,-3968,4065,-13071,
23,-13004,-5872,10588,-3968,-5041,-11715,
23,-15252,-8160,9880,-3968,-7272,-12453,
26,-17384,-11192,6460,-3968,1245,-12080,
23,-16380,-12896,8828,-3968,5955,-10060,
23,-14056,-15616,9176,-3936,-1155,-7798,
22,-12236,-17972,6676,-4000,1332,-5043,
24,-9004,-19828,10792,-4000,3144,-4771,
22,-10404,-18752,9476,-3968,-3166,-4625,
23,-10956,-15932,9060,-3936,-5589,94,
23,-9716,-12728,10952,-3968,-7795,495,
25,-16156,-7412,6788,-3968,-11042,2922,
22,-13220,-5300,8492,-3968,-2686,9669,
24,-11836,-3148,11436,-3968,-5487,9058,
23,-12804,-1296,9796,-3968,1511,7436,
22,-13212,-504,11576,-3936,-2479,9481,
26,-11480,-60,12700,-3968,-2944,9148,
23,-9308,-748,15448,-3952,-191,6421,
23,-8724,-940,14352,-3968,94,1219,
23,-10064,-1416,14264,-3936,2366,-1294,
24,-9328,-2708,15196,-3968,-307,-3906,
22,-10028,-4056,13112,-3952,-2836,-4904,
23,-9328,-5116,12908,-3968,2380,-8019,
22,-9652,-6124,12360,-3984,-3462,-7624,
23,-10764,-7496,9784,-3968,-1882,-7004,
23,-10164,-8548,10872,-3952,88,-4864,
23,-9964,-9284,10216,-3952,-564,-6529,
23,-9164,-10040,9716,-3936,3670,-5030,
22,-7104,-10508,10620,-3952,1646,-4004,
26,-6232,-10792,9640,-3952,865,-2674,
22,-8376,-10200,10076,-3936,-2077,-1859,
24,-8224,-9648,10104,-3952,-584,-2220,
22,-9340,-8696,9356,-4000,-1218,-3147,
23,-9888,-7772,8600,-3936,-760,-5279,
22,-13396,-6504,6196,-3952,138,-3085,
23,-11904,-6000,5732,-3968,1143,1832,
23,-10060,-6164,7204,-3968,3118,4342,
23,-11128,-5988,7292,-3952,3577,5192,
22,-10920,-6296,8052,-3968,8183,5353,
23,-10848,-6512,7828,-3952,9856,5657,
23,-11540,-6848,9072,-3968,6314,8532,
23,-11388,-7136,11076,-3968,6119,11554,
21,-13904,-6744,11864,-3968,3058,11358,
22,-16468,-6160,10728,-4000,1332,14492,
23,-16076,-5992,14036,-3952,886,13016,
23,-13752,-6260,15276,-3984,4514,7102,
23,-14080,-6408,15836,-3952,5295,387,
22,-15040,-6032,13824,-3984,5561,-3397,
24,-15836,-6168,13196,-3952,554,-3291,
22,-13940,-6432,12432,-3952,-1334,-2197,
25,-10948,-6848,13828,-3984,-179,-4704,
22,-11892,-6568,11140,-3968,2107,-7840,
24,-10188,-6816,12388,-3936,3649,-8666,
22,-9248,-6248,8892,-3968,3266,-8330,
26,-8840,-6668,8116,-3968,1942,-7011,
24,-7608,-6920,9360,-3968,2574,-5175,
22,-5468,-7024,10400,-3936,246,-2789,
23,-7284,-6200,8176,-3968,2360,-4928,
22,-8516,-5940,8184,-3984,4324,-405,
24,-9540,-5832,8008,-3920,1327,2781,
22,-9300,-5964,8320,-3952,606,8386,
23,-9288,-6260,10292,-3968,1275,8823,
23,-11328,-6244,10856,-3936,33,10390,
23,-11560,-6628,12356,-3968,169,11748,
22,-11972,-6924,13308,-3968,1784,8590,
24,-13052,-7020,14432,-3968,1275,7057,
23,-13516,-7232,14672,-3952,1646,4673,
25,-10948,-8088,15868,-3920,2534,2169,
24,-12900,-7388,14748,-3952,100,-655,
22,-11828,-7452,15040,-3968,72,50,
23,-9756,-7212,16764,-3936,-1928,-5277,
23,-11592,-6172,14524,-3968,-2468,-10108,
23,-13100,-5536,12068,-3968,-896,-9049,
22,-8380,-6248,14732,-3968,-2726,-6707,
24,-8068,-5472,10236,-3952,-2690,-11206,
22,-8604,-5000,9556,-3952,829,-10791,
23,-7040,-5220,9156,-3952,1724,-8801,
23,-6104,-5560,8244,-3952,1776,-5827,
23,-5528,-5808,8048,-3968,702,-1391,
23,-6648,-5868,8248,-3936,400,1078,
27,-7260,-6344,8812,-3968,2732,3668,
23,-8752,-6792,9836,-3968,1883,5519,
22,-8832,-7728,10308,-3968,895,9114,
24,-9980,-8024,10816,-3968,-525,10812,
22,-10276,-8484,12712,-3968,1373,9600,
23,-10976,-8628,14452,-3968,-122,9027,
23,-10628,-8584,13932,-3984,1342,6413,
23,-11956,-8300,14996,-3952,913,3613,
22,-11876,-7740,15072,-3920,-807,2227,
24,-11148,-7532,14868,-3952,-1370,-701,
23,-11568,-6764,15076,-3952,-3463,-3159,
22,-10580,-6364,14868,-3984,-2549,-5679,
24,-10220,-6372,12880,-3952,217,-9746,
25,-11332,-5828,10900,-3920,547,-9594,
23,-8812,-5920,11756,-3952,890,-7306,
23,-7716,-6324,10004,-3952,-520,-6858,
23,-8072,-6316,8720,-3984,2736,-5366,
22,-8876,-6392,9464,-3952,1211,-1991,
24,-7976,-6776,9552,-3984,700,1633,
22,-8836,-6780,10164,-3952,242,4518,
23,-8160,-6864,10400,-3968,414,6120,
24,-8908,-6820,11640,-3936,1099,6223,
22,-10900,-6372,12084,-3968,-642,7210,
23,-10032,-6432,12916,-3936,1109,6917,
23,-9848,-6528,14696,-3936,-599,5184,
23,-10144,-6232,14020,-3968,-770,4118,
25,-10832,-5996,14600,-3952,-247,2063,
24,-11248,-5580,14260,-3952,773,-859,
22,-10416,-5656,14420,-3936,1186,-2230,
24,-9956,-5764,14136,-3936,1129,-5940,
23,-11636,-5676,12324,-3952,-965,-5398,
23,-9780,-6160,12768,-3952,877,-4401,
24,-7716,-6660,13356,-3952,1983,-5992,
22,-10000,-6212,11192,-3984,2733,-8937,
23,-7940,-6716,10568,-3936,7023,-5278,
23,-8760,-6736,10692,-3968,4717,-5346,
23,-8172,-6432,8672,-3968,6133,2617,
22,-6152,-6308,11932,-3936,6962,1837,
24,-6904,-5276,14128,-3936,12027,-3382,
25,-9296,-4856,12576,-3952,20288,-7052,
23,-10000,-5008,8904,-3984,24598,-1759,
23,-7712,-4624,12492,-3936,28993,3247,
23,-5388,-4032,15204,-3952,32767,276,
148,-13720,12800,-336,-3968,32767,-20999,
274,-19048,-6400,31356,-3936,-17028,-7945,
242,-4644,10140,10384,-3984,-21268,-4516,
22,-4760,5856,7564,-3920,-12071,-9291,
23,-8784,1360,7984,-3968,-13689,-4717,
23,-11424,-3388,7904,-3936,-14409,-5706,
23,-13576,-6228,8248,-3984,-13333,-3538,
22,-17304,-9176,10752,-3968,-8517,-7737,
26,-19120,-13660,6816,-3952,-2208,-8958,
23,-20032,-18568,5512,-3968,98,-6320,
23,-20876,-21696,9512,-3936,7256,-6686,
23,-18376,-25284,11624,-3968,14121,-6602,
23,-14904,-26292,11608,-3936,14883,-11847,
22,-13056,-25464,14152,-3952,18921,-19777,
23,-13568,-22632,11728,-3952,18015,-27535,
24,-13188,-18008,9216,-3936,17360,-28466,
22,-13988,-12692,11944,-3952,9718,-24418,
23,-14616,-6704,8412,-3968,16933,-22933,
22,-14476,-3648,7108,-3968,28102,-25939,
24,-13320,-816,2788,-3952,32767,-30313,
25,-6868,2968,-5024,-3968,22871,-13689,
23,-11456,9244,1672,-3936,594,-1497,
23,-10964,13532,-116,-3936,4045,8140,
23,-5300,14028,2060,-3952,15981,8496,
22,-2772,14128,968,-3936,6121,17289,
24,-5492,14164,2924,-3936,5168,26053,
22,-8628,13804,4704,-3952,7381,29448,
23,-9160,12236,7196,-3968,8833,32291,
24,-15660,11320,7988,-3984,6432,32767,
22,-20700,9784,9204,-3936,3792,32767,
24,-22064,6552,15192,-3952,2995,32767,
22,-23568,4200,17800,-3952,1220,32767,
23,-26732,1688,17968,-3952,748,30635,
27,-32768,0,19840,-3952,-9492,26227,
24,-29160,-4692,22124,-3952,-4705,22330,
22,-18892,-8912,29040,-3968,-6066,7946,
23,-17284,-9824,25948,-3936,-9897,-11091,
24,-21872,-8648,23348,-3936,-14931,-23613,
22,-25360,-6532,17440,-3952,-20856,-26501,
23,-25412,-3872,13868,-3952,-20841,-27564,
23,-25408,-148,11756,-3952,-24085,-27537,
23,-20672,2312,10908,-3936,-23790,-22925,
22,-12936,4764,13196,-3920,-19226,-27863,
24,-16704,9604,7432,-3952,-17394,-32768,
22,-14596,11768,4164,-3952,-8115,-23323,
23,-6864,8760,7400,-3968,-15264,-15455,
26,-4116,5480,6232,-3984,-8827,-13895,
23,-2584,2228,5724,-3936,1408,-15244,
22,-7244,520,3108,-3936,-1546,-5929,
24,-9044,-2824,2764,-3968,-8657,5954,
23,-8176,-6064,7288,-3968,-4521,10243,
22,-6248,-6792,10768,-3952,-2337,12026,
24,-10004,-10720,11520,-3952,-1756,10220,
22,-15532,-10948,10388,-3968,-8234,13219,
23,-15160,-11744,13112,-3968,-2050,12824,
23,-10888,-13416,16260,-3952,-2009,8543,
23,-11584,-13916,15512,-3952,-3203,2175,
22,-14676,-13032,13860,-3920,-6000,-489,
27,-12272,-12648,15256,-3952,-3235,-3985,
22,-11260,-11464,13940,-3952,-1383,-9830,
23,-11932,-9576,10768,-3920,-1385,-11806,
24,-11880,-7548,10456,-3920,-2314,-10276,
23,-11328,-5640,9472,-3920,-2041,-7787,
24,-10892,-4360,9544,-3968,-6195,-6577,
22,-8392,-3632,8316,-3968,-3129,-1819,
23,-6420,-3320,9420,-3968,-928,-1480,
23,-6584,-2944,9272,-3952,-74,-1532,
23,-7156,-3120,8668,-3952,105,1139,
22,-7456,-3536,9612,-3936,-1398,2820,
23,-7908,-4500,8448,-3936,1161,4206,
23,-7536,-6108,10888,-3968,2551,4072,
26,-7768,-7556,11440,-3936,1639,3637,
22,-9984,-8560,9808,-3904,2264,2679,
24,-11292,-9664,9992,-3968,4749,3056,
23,-10652,-10780,11412,-3920,911,5155,
22,-9600,-11704,11328,-3952,200,3634,
24,-10696,-11656,11940,-3984,1563,2424,
22,-10676,-11804,11344,-3920,4236,870,
23,-12060,-11520,11244,-3952,1903,1257,
23,-13124,-10548,10504,-3952,-1814,3523,
23,-10384,-10000,12840,-3968,401,2799,
22,-10016,-8984,12532,-3936,884,-2526,
24,-12196,-7368,10592,-3952,387,-3042,
22,-11844,-6536,9952,-3984,-155,-489,
26,-10272,-5728,10576,-3952,458,324,
24,-9704,-5596,10960,-3952,1440,298,
22,-9520,-5736,10016,-3952,3179,-1311,
23,-10476,-5708,9324,-3952,3658,1309,
23,-10060,-6336,9728,-3936,2861,3566,
23,-10300,-6940,10388,-3920,3029,3997,
22,-10732,-7584,10512,-3952,2265,5458,
24,-11332,-8128,10608,-3920,1748,6062,
23,-9700,-8684,11808,-3952,3265,6182,
24,-11392,-8896,12460,-3968,2065,3141,
22,-12388,-8660,11636,-3936,2707,3584,
23,-11000,-8708,12956,-3936,2410,2172,
23,-11324,-8156,11584,-3936,1309,-115,
26,-10484,-7716,11980,-3952,1876,-1190,
23,-10304,-7256,11604,-3936,-13,-2332,
22,-10176,-6408,10340,-3920,1267,-3313,
24,-8544,-6104,10756,-3936,2399,-3617,
22,-8056,-5560,9956,-3968,1098,-4645,
23,-7728,-4856,8552,-3952,-734,-1494,
22,-6136,-4896,9196,-3968,522,-993,
23,-8408,-4196,7980,-3936,-660,525,
22,-10560,-3824,7072,-3920,-67,4920,
24,-8428,-5116,8220,-3952,2444,9644,
22,-8920,-6512,9700,-3936,2753,11073,
23,-15116,-7224,8796,-3952,1861,16431,
22,-19992,-8972,9668,-3936,2617,22588,
26,-25144,-10424,12320,-3936,-488,29257,
24,-27524,-11456,16000,-3936,2470,27643,
22,-26440,-13568,21948,-3936,5322,21703,
23,-26876,-14364,23028,-3936,2959,10550,
22,-27472,-14412,24088,-3952,1493,1559,
23,-28264,-13736,23504,-3968,-3162,-11805,
23,-24704,-13052,23228,-3920,-2268,-25909,
23,-23068,-11356,18928,-3936,-4779,-32768,
22,-21988,-8556,12480,-3952,-5648,-32768,
23,-25080,-5016,7212,-3968,-2474,-32768,
22,-23292,-2300,1912,-3936,-2806,-32768,
24,-24068,1048,-1244,-3920,-4820,-32768,
27,-19732,5556,-6572,-3952,-4599,-32768,
23,-16508,10560,-12604,-3968,-7572,-32768,
23,-13636,15224,-12968,-3952,-5878,-32768,
22,-11184,18448,-14676,-3968,2911,-32768,
24,-8148,20276,-18104,-3904,18983,-32112,
24,-2148,17084,-23216,-3936,31208,-27435,
23,-1084,11888,-25856,-3936,26402,-5159,
23,2364,5960,-24108,-3936,19034,17129,
23,-3020,9124,-27524,-3952,17117,25471,
22,-8736,14780,-22804,-3952,5655,32767,
24,-23992,23672,-23496,-3952,4450,32767,
23,-32768,21268,-14640,-3952,-649,32767,
25,32767,32767,-32768,-3936,-32768,32767,
24,-23916,644,-16088,-3936,-32768,-32768,
22,14184,28660,-32768,-3936,3980,32767,
23,14152,24800,32112,-3936,-806,9068,
23,716,23892,-9068,-3936,-5015,8381,
23,-3172,13624,8680,-3952,28470,24058,
22,-10624,6608,-2244,-3936,4644,8564,
24,-32768,5012,-2396,-3952,23383,31132,
22,-32768,-4504,7548,-3968,16269,32767,
23,-25536,17284,-32768,-3968,-32768,18103,
23,-3540,-20368,32767,-3968,-14137,-45,
23,-8328,1364,3672,-3936,-32768,-14233,
26,-13316,-4388,2936,-3968,21488,17945,
23,1768,-8440,16284,-3920,3377,1336,
23,-12000,-7308,7748,-3952,-8282,397,
22,-13832,-8396,8796,-3952,6408,7176,
24,-12348,-20944,10016,-3952,1008,-2619,
22,-17600,-8724,6044,-3936,9009,5044,
24,-8836,-11372,15680,-3936,4006,-802,
22,-12340,-10736,11772,-3920,-1729,-4320,
23,-13612,-10556,10152,-3952,4606,-5364,
23,-15508,-9872,10080,-3920,1367,-7207,
23,-14056,-9340,9292,-3952,-565,-2489,
23,-8828,-9184,11772,-3968,-1220,-4212,
23,-11116,-7612,11552,-3936,-5182,-9771,
26,-12332,-5472,10492,-3936,-2096,-4250,
22,-12024,-4236,10224,-3968,-1702,-6709,
24,-10864,-3512,10732,-3904,-3097,-3483,
22,-6568,-3760,11912,-3968,-3531,-3175,
23,-8180,-2296,11576,-3936,-10644,-2686,
22,-9252,-1164,11700,-3936,-6210,-1611,
23,-10632,-932,14068,-3968,-8959,-4820,
22,-9536,-1384,11232,-3936,-546,-8399,
23,-7992,-3296,13088,-3920,-1389,-12203,
24,-9108,-4304,9176,-3952,-1359,-13422,
22,-8912,-5644,10428,-3952,182,-12254,
23,-8384,-7132,8564,-3952,-2129,-13705,
26,-10052,-7780,6436,-3952,-1396,-10902,
23,-7276,-9340,7516,-3984,985,-7378,
22,-4980,-9880,8180,-3952,-1787,-5164,
24,-6280,-9952,8244,-3936,-6023,-2113,
22,-8048,-9892,7732,-3936,-8609,2471,
23,-7580,-9476,10132,-3936,-6326,3921,
23,-8796,-8664,11024,-3936,-4669,1442,
23,-8920,-8548,11452,-3936,-4076,2325,
22,-8112,-8396,11728,-3936,-1186,467,
24,-8976,-8020,12616,-3936,-2417,283,
23,-10076,-7556,11912,-3936,-4090,467,
24,-10936,-7368,11688,-3936,-1320,-459,
23,-9376,-7836,13480,-3952,-865,-1298,
25,-8736,-8344,13956,-3920,-1024,-5265,
24,-10080,-8476,12020,-3936,4002,-9074,
22,-11444,-8764,9992,-3920,1016,-6018,
23,-9580,-9400,10928,-3984,-1831,-2797,
23,-9100,-9624,10724,-3952,-1299,-3801,
23,-8088,-10452,10280,-3936,1366,-4397,
22,-8836,-10468,10208,-3920,513,-4683,
24,-7956,-10192,8536,-3952,5318,-5005,
23,-10736,-10748,7888,-3952,1266,-2317,
22,-10804,-11632,7564,-3952,3688,1636,
24,-9272,-12952,9328,-3984,8965,1875,
22,-10100,-13928,9128,-3952,6590,1795,
23,-15676,-14692,8920,-3920,5925,3183,
26,-17624,-16096,8048,-3936,8038,7917,
23,-13792,-17932,11180,-3968,9153,9684,
22,-15064,-18608,12616,-3952,4898,8265,
23,-18088,-18420,11736,-3936,7090,5859,
22,-19756,-18396,12480,-3952,8503,3904,
24,-18668,-17840,12364,-3968,5315,1869,
23,-17248,-16652,13256,-3952,4319,-971,
22,-17612,-14436,12788,-3936,1687,-5789,
23,-20148,-11868,10344,-3920,1161,-9203,
22,-20340,-8736,7772,-3952,-2438,-4676,
24,-16736,-5728,9244,-3936,-3182,-2189,
22,-13904,-3172,8724,-3920,1986,-3131,
26,-12184,-1392,8388,-3968,-373,-2029,
22,-10548,292,7708,-3920,602,-935,
23,-8252,1916,6284,-3920,-142,1392,
24,-6432,2420,7728,-3936,2491,-365,
23,-4748,2660,6584,-3952,990,4809,
22,-1608,1824,7060,-3936,1520,9848,
23,-2832,1952,9888,-3904,-2829,9668,
24,-4636,1772,8928,-3952,2634,9924,
22,-5752,560,9708,-3936,4060,11818,
23,-6684,-1284,9884,-3952,1191,14434,
22,-9044,-2872,12312,-3968,-3012,16082,
23,-9668,-4776,12560,-3904,2809,11817,
23,-8880,-7112,15068,-3936,6912,9496,
23,-10416,-8944,14064,-3984,463,7683,
25,-13532,-9508,13780,-3904,348,5591,
23,-13732,-10812,13388,-3936,4360,2304,
23,-11028,-11760,15288,-3936,4493,-1563,
23,-9884,-12292,14584,-3936,3099,-5433,
22,-10412,-11636,13024,-3936,155,-8135,
24,-12900,-10056,10068,-3968,-1224,-7988,
23,-10200,-8824,9448,-3936,3815,-7331,
22,-10052,-7292,8116,-3936,-281,-4878,
24,-8772,-5676,7348,-3936,-2133,3039,
22,-6544,-5076,10324,-3920,-2485,6353,
23,-7424,-4648,8392,-3952,838,7613,
23,-11044,-3780,9404,-3936,-3116,15408,
23,-11312,-4304,12140,-3936,-7667,22395,
25,-12544,-4996,15400,-3936,-3752,18595,
24,-11404,-6636,16008,-3936,3816,13997,
22,-12404,-8268,18044,-3920,1001,9159,
23,-14364,-9096,17560,-3936,-1240,7710,
24,-14972,-9832,17828,-3936,1513,727,
22,-15352,-10544,16124,-3936,3803,-5725,
25,-14144,-11312,15292,-3920,1684,-7789,
22,-11040,-11780,16000,-3936,-971,-8495,
24,-11284,-11216,13544,-3968,-1233,-13441,
22,-13900,-10024,11236,-3936,-1671,-14388,
23,-11604,-9244,9980,-3936,-277,-12637,
23,-9272,-8324,8740,-3936,-2013,-11146,
26,-7784,-6880,8468,-3904,-2070,-9176,
22,-8204,-5572,7272,-3936,-956,-7308,
24,-7828,-4788,7272,-3936,-936,-3917,
23,-8220,-4304,6604,-3920,-3197,2066,
22,-6732,-4336,8432,-3936,-1601,6045,
23,-7304,-4216,9628,-3920,-1204,6733,
25,-8728,-4776,9644,-3904,753,8247,
23,-9632,-5532,10748,-3952,191,10259,
22,-9476,-6472,12508,-3952,1170,10317,
24,-9804,-7412,13604,-3920,2170,7766,
22,-11748,-8236,13588,-3952,1271,4979,
23,-12104,-9012,13136,-3936,1983,5046,
23,-11724,-9520,14240,-3920,-781,3846,
26,-10320,-9652,14984,-3920,-824,277,
23,-11776,-9244,14348,-3904,-423,-3980,
22,-12948,-8560,12284,-3936,-384,-4985,
24,-11656,-8196,12736,-3904,-1724,-3683,
22,-9788,-7624,12508,-3904,-2709,-5301,
23,-10316,-6912,11936,-3936,-838,-8374,
23,-10160,-6180,11772,-3968,-497,-9424,
23,-9556,-6132,10772,-3920,-2054,-7069,
22,-8336,-6120,8808,-3920,-763,-6113,
24,-7696,-6420,9152,-3920,744,-5282,
22,-7948,-6516,8736,-3952,22,-2808,
25,-8712,-6508,8388,-3888,-886,1430,
22,-8392,-6900,8832,-3952,112,3773,
26,-8232,-7492,10548,-3952,-203,4336,
24,-9376,-7776,9904,-3920,895,5458,
22,-10716,-7868,11180,-3952,-755,6811,
23,-9948,-8196,11408,-3920,-514,8273,
22,-9816,-8384,13212,-3968,-164,5983,
24,-10920,-8192,13420,-3936,-887,4403,
22,-11064,-7848,13928,-3936,-260,3423,
23,-10744,-7552,14216,-3904,108,493,
