led,t,deltat,AcX,AcY,AcZ,GravX,GravY,GravZ,QuatW,QuatX,QuatY,QuatZ,OrX,OrY,OrZ,GyX,GyY,GyZ
0,2050,50,0.03,-0.04,0.18,0.75,0.42,9.76,0.99896,0.02191,-0.03851,0.01141,358.69,4.44,-2.44,-0.02,-0.02,-0.01
0,2100,50,0.02,0.00,0.15,0.75,0.41,9.76,0.99896,0.02179,-0.03851,0.01141,358.69,4.44,-2.44,-0.01,-0.00,-0.00
0,2150,50,0.01,-0.06,0.15,0.75,0.41,9.76,0.99896,0.02179,-0.03851,0.01141,358.69,4.44,-2.44,-0.00,0.01,0.00
0,2200,50,0.00,-0.02,0.15,0.75,0.41,9.76,0.99896,0.02173,-0.03851,0.01141,358.69,4.44,-2.44,0.01,0.01,0.00
0,2250,50,0.12,-0.13,0.12,0.75,0.41,9.76,0.99896,0.02155,-0.03802,0.01147,358.69,4.38,-2.38,-0.01,0.02,0.00
0,2300,50,-0.05,0.00,0.20,0.74,0.41,9.76,0.99896,0.02148,-0.03802,0.01202,358.56,4.38,-2.38,-0.00,0.00,0.03
0,2350,50,0.00,-0.06,0.17,0.74,0.40,9.76,0.99896,0.02136,-0.03802,0.01202,358.56,4.38,-2.38,-0.01,0.00,0.00
0,2400,50,0.01,-0.06,0.16,0.75,0.40,9.76,0.99896,0.02136,-0.03821,0.01202,358.56,4.38,-2.38,0.00,-0.01,-0.00
0,2450,50,-0.01,-0.01,0.17,0.76,0.40,9.76,0.99896,0.02124,-0.03857,0.01202,358.56,4.38,-2.38,-0.01,-0.02,-0.01
0,2500,50,0.00,0.01,0.15,0.77,0.40,9.76,0.99896,0.02124,-0.03906,0.01202,358.56,4.50,-2.38,-0.00,-0.03,-0.01
0,2550,50,0.02,0.00,0.17,0.78,0.40,9.76,0.99890,0.02106,-0.03986,0.01196,358.63,4.56,-2.31,-0.01,-0.02,-0.01
0,2600,50,-0.01,-0.02,0.10,0.79,0.40,9.76,0.99890,0.02106,-0.04041,0.01196,358.63,4.63,-2.31,0.00,-0.03,-0.01
0,2650,50,0.01,0.01,0.18,0.81,0.40,9.76,0.99884,0.02112,-0.04138,0.01196,358.63,4.75,-2.31,-0.01,-0.04,-0.01
0,2700,50,-0.01,0.01,0.22,0.83,0.40,9.76,0.99884,0.02112,-0.04224,0.01184,358.63,4.81,-2.31,0.01,-0.03,-0.01
0,2750,50,0.00,0.00,0.17,0.84,0.40,9.76,0.99878,0.02124,-0.04297,0.01184,358.63,4.94,-2.38,0.00,-0.02,-0.00
0,2800,50,0.00,-0.03,0.16,0.85,0.40,9.76,0.99878,0.02124,-0.04346,0.01184,358.63,5.00,-2.38,-0.00,-0.02,-0.01
0,2850,50,0.00,0.02,0.17,0.86,0.40,9.76,0.99872,0.02124,-0.04382,0.01184,358.63,5.00,-2.38,0.00,-0.01,-0.01
0,2900,50,0.00,0.00,0.15,0.86,0.40,9.75,0.99872,0.02124,-0.04388,0.01184,358.63,5.00,-2.38,-0.01,0.00,0.00
0,2950,50,0.02,0.00,0.17,0.86,0.40,9.75,0.99872,0.02124,-0.04388,0.01184,358.63,5.00,-2.38,0.00,-0.01,-0.00
0,3000,50,0.01,0.00,0.14,0.86,0.40,9.75,0.99872,0.02124,-0.04388,0.01184,358.63,5.00,-2.38,0.00,0.00,0.00
0,3050,50,0.00,0.00,0.19,0.86,0.40,9.75,0.99872,0.02124,-0.04388,0.01184,358.63,5.00,-2.38,0.00,0.00,0.00
0,3100,50,0.02,0.01,0.15,0.86,0.40,9.75,0.99872,0.02124,-0.04388,0.01184,358.63,5.00,-2.38,0.01,-0.00,0.00
0,3150,50,0.01,0.01,0.16,0.86,0.40,9.75,0.99872,0.02124,-0.04388,0.01184,358.63,5.00,-2.38,0.00,-0.01,0.00
0,3200,50,-0.01,0.01,0.13,0.86,0.40,9.75,0.99872,0.02142,-0.04395,0.01184,358.63,5.06,-2.38,0.02,-0.01,-0.00
0,3250,50,0.01,0.01,0.21,0.87,0.42,9.75,0.99872,0.02203,-0.04425,0.01184,358.63,5.06,-2.44,0.01,-0.01,0.00
0,3300,50,-0.09,-0.24,0.23,0.87,0.42,9.75,0.99872,0.02216,-0.04431,0.01257,358.50,5.06,-2.44,0.02,0.00,0.10
0,3350,50,0.05,-0.02,0.17,0.87,0.42,9.75,0.99860,0.02246,-0.04437,0.01660,358.06,5.13,-2.44,0.02,0.01,0.18
0,3400,50,0.03,0.16,0.20,0.87,0.42,9.75,0.99854,0.02264,-0.04443,0.01978,357.69,5.13,-2.44,0.01,0.01,0.06
0,3450,50,0.04,0.02,0.12,0.87,0.42,9.75,0.99854,0.02258,-0.04431,0.02008,357.69,5.13,-2.44,0.00,0.01,0.00
0,3500,50,-0.06,0.02,0.18,0.87,0.42,9.75,0.99860,0.02258,-0.04413,0.02008,357.69,5.06,-2.44,0.01,0.01,0.00
0,3550,50,0.00,0.01,0.19,0.87,0.42,9.75,0.99854,0.02264,-0.04437,0.02008,357.69,5.13,-2.50,0.01,-0.02,0.00
0,3600,50,0.00,0.00,0.15,0.88,0.42,9.75,0.99854,0.02264,-0.04462,0.02008,357.69,5.13,-2.50,-0.00,-0.01,0.00
0,3650,50,-0.01,0.00,0.19,0.88,0.42,9.75,0.99854,0.02264,-0.04462,0.02008,357.69,5.13,-2.50,0.01,-0.01,0.00
0,3700,50,-0.01,0.02,0.17,0.88,0.42,9.75,0.99854,0.02264,-0.04462,0.02008,357.69,5.13,-2.50,-0.00,-0.01,0.00
0,3750,50,0.02,0.06,0.21,0.88,0.42,9.75,0.99854,0.02271,-0.04480,0.02002,357.69,5.13,-2.50,0.00,-0.01,0.00
0,3800,50,0.01,0.03,0.16,0.88,0.42,9.75,0.99854,0.02252,-0.04486,0.02002,357.69,5.19,-2.44,-0.01,-0.00,0.00
0,3850,50,0.00,0.03,0.28,0.88,0.42,9.75,0.99854,0.02277,-0.04486,0.02008,357.69,5.19,-2.50,0.02,-0.01,0.00
0,3900,50,-0.01,0.06,0.21,0.88,0.43,9.75,0.99854,0.02313,-0.04486,0.02008,357.69,5.19,-2.50,0.01,-0.01,-0.00
0,3950,50,0.01,0.07,0.18,0.88,0.43,9.75,0.99854,0.02313,-0.04486,0.02008,357.69,5.19,-2.50,0.00,-0.01,-0.00
0,4000,50,0.02,0.08,0.18,0.88,0.43,9.75,0.99854,0.02313,-0.04486,0.02008,357.69,5.19,-2.50,-0.01,-0.00,0.00
0,4050,50,0.04,0.08,0.22,0.88,0.43,9.75,0.99854,0.02313,-0.04486,0.02008,357.69,5.19,-2.50,-0.00,-0.01,-0.00
0,4100,50,0.03,0.11,0.15,0.88,0.43,9.75,0.99854,0.02313,-0.04486,0.02008,357.69,5.19,-2.50,0.00,-0.01,-0.00
0,4150,50,0.01,0.11,0.20,0.88,0.43,9.75,0.99854,0.02313,-0.04486,0.02008,357.69,5.19,-2.50,0.01,-0.00,-0.00
0,4200,50,0.01,0.14,0.18,0.88,0.43,9.75,0.99854,0.02319,-0.04486,0.02008,357.69,5.19,-2.56,0.01,-0.00,-0.00
0,4250,50,0.08,0.12,0.15,0.88,0.43,9.75,0.99854,0.02319,-0.04486,0.02008,357.69,5.19,-2.56,-0.00,-0.00,0.00
0,4300,50,-0.06,0.15,0.00,0.88,0.43,9.75,0.99854,0.02319,-0.04492,0.02002,357.69,5.19,-2.56,-0.01,0.00,-0.00
0,4350,50,0.08,0.17,0.11,0.88,0.44,9.75,0.99854,0.02344,-0.04492,0.02002,357.69,5.19,-2.56,-0.00,0.00,-0.00
0,4400,50,0.04,0.16,0.15,0.88,0.44,9.75,0.99854,0.02362,-0.04492,0.02002,357.69,5.19,-2.56,-0.00,0.00,-0.00
0,4450,50,0.00,0.17,0.16,0.88,0.44,9.75,0.99847,0.02380,-0.04492,0.02002,357.69,5.19,-2.63,0.00,-0.00,-0.00
0,4500,50,0.03,0.14,0.20,0.88,0.45,9.75,0.99847,0.02399,-0.04492,0.02002,357.69,5.19,-2.63,0.00,-0.00,0.00
0,4550,50,0.00,0.15,0.22,0.88,0.45,9.75,0.99847,0.02411,-0.04498,0.02002,357.69,5.19,-2.63,0.01,0.01,-0.00
0,4600,50,0.02,0.10,0.11,0.88,0.45,9.75,0.99847,0.02423,-0.04492,0.02002,357.69,5.19,-2.63,0.00,-0.00,-0.00
0,4651,51,-0.02,0.12,0.21,0.88,0.45,9.75,0.99847,0.02435,-0.04492,0.02002,357.69,5.19,-2.69,0.00,0.00,0.00
0,4701,50,0.02,0.09,0.24,0.88,0.46,9.75,0.99847,0.02448,-0.04498,0.02002,357.69,5.19,-2.69,-0.00,-0.00,0.00
0,4751,50,0.02,0.16,0.19,0.88,0.46,9.75,0.99847,0.02454,-0.04492,0.01996,357.69,5.19,-2.69,-0.01,-0.00,0.00
0,4801,50,-0.03,0.10,0.22,0.88,0.45,9.75,0.99847,0.02435,-0.04498,0.01996,357.69,5.19,-2.69,-0.01,0.00,-0.00
0,4851,50,0.01,0.14,0.15,0.88,0.45,9.75,0.99847,0.02435,-0.04498,0.01996,357.69,5.19,-2.69,-0.01,-0.01,0.00
0,4901,50,-0.41,-0.07,0.20,0.88,0.45,9.75,0.99847,0.02411,-0.04492,0.01996,357.69,5.19,-2.63,-0.01,-0.00,0.01
0,4951,50,-0.13,0.06,0.23,0.89,0.45,9.75,0.99841,0.02417,-0.04498,0.02478,357.13,5.19,-2.63,0.03,0.00,0.32
0,5001,50,0.46,0.17,0.19,0.89,0.45,9.75,0.99799,0.02490,-0.04504,0.03644,355.81,5.25,-2.63,0.07,0.01,0.57
0,5051,50,0.27,0.25,0.12,0.91,0.46,9.75,0.99750,0.02570,-0.04529,0.04834,354.44,5.31,-2.69,0.04,0.00,0.35
0,5101,50,0.17,0.07,0.11,0.91,0.46,9.75,0.99713,0.02618,-0.04547,0.05414,353.75,5.31,-2.69,0.02,-0.00,0.17
0,5151,50,0.07,0.11,0.19,0.92,0.47,9.75,0.99701,0.02667,-0.04590,0.05621,353.50,5.38,-2.75,0.01,-0.00,0.03
0,5201,50,0.02,0.08,0.17,0.92,0.47,9.75,0.99701,0.02679,-0.04596,0.05627,353.50,5.38,-2.75,-0.00,0.00,0.00
0,5251,50,-0.03,0.09,0.18,0.92,0.47,9.75,0.99701,0.02692,-0.04590,0.05627,353.50,5.38,-2.75,0.00,-0.00,-0.00
0,5301,50,0.00,0.07,0.34,0.92,0.47,9.75,0.99701,0.02698,-0.04590,0.05627,353.50,5.38,-2.75,-0.00,0.00,0.00
0,5351,50,0.09,0.04,0.19,0.92,0.47,9.75,0.99701,0.02704,-0.04590,0.05627,353.50,5.38,-2.75,-0.00,-0.01,0.00
0,5401,50,0.00,0.13,0.15,0.92,0.48,9.75,0.99701,0.02722,-0.04590,0.05627,353.50,5.38,-2.81,0.01,0.00,-0.00
0,5451,50,0.02,0.14,0.15,0.92,0.48,9.75,0.99701,0.02734,-0.04584,0.05627,353.50,5.38,-2.81,-0.01,-0.01,-0.00
0,5501,50,-0.02,0.11,0.22,0.92,0.48,9.75,0.99701,0.02740,-0.04584,0.05627,353.50,5.38,-2.81,-0.00,0.00,-0.00
0,5551,50,-0.01,0.09,0.21,0.92,0.48,9.75,0.99701,0.02747,-0.04578,0.05627,353.50,5.38,-2.81,0.00,-0.00,0.00
0,5601,50,-0.01,0.15,0.15,0.92,0.48,9.75,0.99701,0.02759,-0.04578,0.05621,353.50,5.38,-2.81,0.00,0.00,-0.00
0,5651,50,-0.03,0.13,0.27,0.92,0.49,9.75,0.99701,0.02771,-0.04578,0.05621,353.50,5.38,-2.88,0.01,0.01,0.00
0,5701,50,-0.01,0.10,0.18,0.92,0.49,9.75,0.99701,0.02783,-0.04572,0.05621,353.50,5.38,-2.88,0.00,0.00,-0.00
0,5751,50,0.00,0.10,0.17,0.92,0.49,9.75,0.99701,0.02795,-0.04565,0.05621,353.50,5.38,-2.88,-0.00,-0.00,0.00
0,5801,50,0.00,0.13,0.19,0.92,0.49,9.75,0.99701,0.02802,-0.04565,0.05621,353.50,5.38,-2.88,0.00,-0.00,-0.00
0,5851,50,-0.01,0.11,0.24,0.92,0.49,9.75,0.99701,0.02814,-0.04565,0.05621,353.50,5.38,-2.88,0.01,-0.01,0.00
0,5901,50,-0.62,0.12,0.08,0.92,0.50,9.75,0.99695,0.02826,-0.04553,0.05627,353.50,5.38,-2.88,0.00,-0.01,0.00
0,5951,50,-0.56,0.01,0.08,0.92,0.50,9.74,0.99664,0.02863,-0.04565,0.06140,353.13,5.38,-2.94,0.03,-0.00,0.29
0,6001,50,0.77,0.32,0.03,0.93,0.50,9.74,0.99597,0.02924,-0.04578,0.07111,352.00,5.44,-2.94,0.05,0.01,0.41
0,6051,50,0.53,0.06,0.28,0.93,0.50,9.74,0.99567,0.02936,-0.04590,0.07556,351.38,5.44,-2.94,0.02,-0.00,0.19
0,6102,51,0.02,0.10,0.26,0.94,0.50,9.74,0.99554,0.02930,-0.04596,0.07697,351.13,5.50,-2.94,-0.00,-0.00,0.01
0,6152,50,0.00,0.08,0.21,0.94,0.50,9.74,0.99554,0.02936,-0.04590,0.07697,351.13,5.50,-2.94,0.00,0.00,0.00
0,6202,50,0.02,0.06,0.17,0.94,0.50,9.74,0.99554,0.02942,-0.04590,0.07697,351.13,5.50,-2.94,0.00,-0.00,0.01
0,6252,50,-0.02,0.05,0.20,0.94,0.50,9.74,0.99554,0.02948,-0.04584,0.07697,351.13,5.50,-2.94,-0.00,-0.00,0.00
0,6302,50,0.02,0.11,0.16,0.93,0.50,9.74,0.99554,0.02954,-0.04584,0.07697,351.13,5.44,-2.94,0.00,0.00,-0.00
0,6352,50,-0.05,0.11,-0.04,0.93,0.50,9.74,0.99554,0.02960,-0.04584,0.07697,351.13,5.44,-2.94,0.00,-0.01,0.00
0,6402,50,-0.01,0.10,0.13,0.94,0.50,9.74,0.99554,0.02954,-0.04608,0.07697,351.13,5.50,-2.94,-0.01,-0.01,-0.00
0,6452,50,0.00,0.12,0.20,0.94,0.50,9.74,0.99554,0.02960,-0.04602,0.07690,351.13,5.50,-2.94,-0.01,-0.01,-0.00
0,6502,50,-0.02,0.11,0.20,0.94,0.51,9.74,0.99554,0.02972,-0.04608,0.07690,351.13,5.50,-2.94,0.00,-0.00,-0.00
0,6552,50,-0.03,0.11,0.23,0.94,0.51,9.74,0.99554,0.02979,-0.04608,0.07690,351.13,5.50,-3.00,0.00,-0.00,0.00
0,6602,50,0.00,0.05,0.17,0.94,0.51,9.74,0.99554,0.02985,-0.04602,0.07690,351.13,5.50,-3.00,0.00,0.00,0.00
0,6652,50,0.00,0.08,0.21,0.94,0.51,9.74,0.99554,0.02985,-0.04602,0.07690,351.13,5.50,-3.00,-0.00,0.00,0.00
0,6702,50,0.00,0.06,0.17,0.94,0.51,9.74,0.99554,0.02991,-0.04602,0.07690,351.13,5.50,-3.00,-0.00,0.00,0.00
0,6752,50,0.00,0.05,0.20,0.94,0.51,9.74,0.99554,0.02997,-0.04596,0.07690,351.13,5.50,-3.00,-0.00,-0.00,0.00
0,6802,50,-0.01,0.04,0.15,0.94,0.51,9.74,0.99554,0.02997,-0.04596,0.07690,351.13,5.50,-3.00,0.00,-0.00,0.00
0,6852,50,-0.06,0.08,0.24,0.94,0.51,9.74,0.99554,0.02997,-0.04596,0.07690,351.13,5.50,-3.00,0.00,0.01,0.00
0,6902,50,0.00,0.02,0.17,0.94,0.51,9.74,0.99554,0.03003,-0.04596,0.07690,351.13,5.50,-3.00,-0.00,0.00,0.00
0,6952,50,0.01,0.02,0.14,0.94,0.51,9.74,0.99554,0.03003,-0.04590,0.07690,351.13,5.50,-3.00,-0.00,-0.00,0.00
0,7002,50,0.01,0.04,0.19,0.94,0.51,9.74,0.99554,0.03003,-0.04590,0.07690,351.13,5.50,-3.00,-0.01,-0.00,-0.00
0,7052,50,0.13,-0.78,0.04,0.94,0.50,9.74,0.99548,0.02936,-0.04602,0.07776,351.13,5.50,-2.94,-0.03,-0.00,0.01
0,7102,50,-0.01,0.11,0.22,0.94,0.49,9.74,0.99524,0.02924,-0.04596,0.08081,350.75,5.50,-2.88,0.01,0.00,0.09
0,7152,50,0.00,0.01,0.17,0.94,0.49,9.74,0.99524,0.02924,-0.04596,0.08105,350.63,5.50,-2.88,0.00,-0.00,-0.00
0,7202,50,-0.02,0.05,0.23,0.94,0.49,9.74,0.99524,0.02924,-0.04596,0.08105,350.63,5.50,-2.88,0.00,0.00,0.00
0,7252,50,-0.02,0.09,0.19,0.94,0.49,9.74,0.99524,0.02924,-0.04596,0.08105,350.63,5.50,-2.88,-0.01,-0.00,0.00
0,7302,50,0.03,0.02,0.14,0.94,0.49,9.74,0.99524,0.02893,-0.04602,0.08105,350.63,5.50,-2.88,-0.02,-0.01,-0.00
0,7352,50,0.00,0.06,0.19,0.94,0.49,9.74,0.99524,0.02887,-0.04602,0.08105,350.69,5.50,-2.88,-0.00,-0.00,0.00
0,7402,50,0.00,0.09,0.19,0.94,0.49,9.74,0.99524,0.02887,-0.04602,0.08105,350.69,5.50,-2.88,0.00,-0.00,0.00
0,7452,50,-0.02,0.05,0.23,0.94,0.49,9.74,0.99524,0.02893,-0.04602,0.08105,350.69,5.50,-2.88,0.01,-0.00,-0.00
0,7502,50,0.01,0.04,0.17,0.94,0.49,9.74,0.99524,0.02893,-0.04602,0.08105,350.69,5.50,-2.88,0.01,-0.00,-0.00
0,7552,50,-0.03,0.03,0.15,0.94,0.50,9.74,0.99524,0.02948,-0.04596,0.08099,350.69,5.50,-2.94,0.03,0.01,-0.00
0,7602,50,0.00,0.01,0.19,0.94,0.50,9.74,0.99518,0.02979,-0.04596,0.08105,350.69,5.50,-2.94,0.01,0.00,-0.00
0,7652,50,-0.04,0.03,0.21,0.94,0.50,9.74,0.99518,0.02979,-0.04596,0.08105,350.69,5.50,-2.94,-0.00,0.00,0.00
0,7702,50,-0.05,0.01,0.21,0.94,0.50,9.74,0.99518,0.02979,-0.04596,0.08105,350.69,5.50,-2.94,0.00,0.00,0.00
0,7752,50,-0.03,0.07,0.18,0.94,0.50,9.74,0.99518,0.02979,-0.04596,0.08105,350.69,5.50,-2.94,-0.00,-0.00,0.00
0,7802,50,0.04,-0.01,0.22,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,-0.02,-0.02,0.01
0,7852,50,-0.02,0.03,0.09,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,0.00,0.01,0.00
0,7902,50,0.06,0.09,0.17,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,-0.00,-0.00,-0.00
0,7952,50,-0.02,0.14,0.15,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,0.00,-0.00,0.00
0,8002,50,0.00,0.11,0.12,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,-0.00,-0.00,-0.00
0,8052,50,0.00,0.05,0.17,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,0.00,-0.00,0.00
0,8102,50,-0.04,0.14,0.21,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,-0.00,0.01,0.00
0,8152,50,-0.01,0.08,0.13,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,0.00,-0.00,0.00
0,8202,50,0.01,0.07,0.14,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,0.00,0.00,0.00
0,8252,50,0.00,0.08,0.20,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,0.00,0.01,-0.00
0,8302,50,-0.02,0.09,0.23,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,0.01,0.00,0.00
0,8352,50,0.05,0.00,0.16,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,-0.00,0.00,0.00
0,8402,50,-0.06,0.08,0.17,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,0.00,-0.00,-0.00
0,8452,50,-0.04,0.10,0.15,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,-0.01,-0.00,0.00
0,8502,50,0.00,0.06,0.18,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,-0.01,-0.00,0.00
0,8552,50,-0.03,0.11,0.20,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,0.00,-0.00,-0.00
0,8602,50,-0.01,0.08,0.17,0.94,0.50,9.74,0.99518,0.02954,-0.04620,0.08099,350.69,5.50,-2.94,0.00,0.00,-0.00
0,8652,50,-0.01,0.11,0.15,0.94,0.50,9.74,0.99518,0.02960,-0.04620,0.08099,350.69,5.50,-2.94,0.01,0.00,-0.00
0,8702,50,-0.02,0.05,0.15,0.94,0.50,9.74,0.99518,0.02960,-0.04620,0.08099,350.69,5.50,-2.94,0.01,-0.00,-0.00
0,8752,50,0.08,0.05,0.19,0.95,0.50,9.74,0.99518,0.02966,-0.04639,0.08099,350.69,5.56,-2.94,0.00,0.00,-0.00
0,8802,50,0.05,0.04,0.21,0.95,0.50,9.74,0.99518,0.02966,-0.04639,0.08099,350.69,5.56,-2.94,0.00,0.00,0.00
0,8852,50,-0.03,0.08,0.09,0.95,0.50,9.74,0.99518,0.02966,-0.04639,0.08099,350.69,5.56,-2.94,0.01,0.01,0.00
0,8902,50,-0.02,0.09,0.20,0.95,0.50,9.74,0.99518,0.02966,-0.04639,0.08099,350.69,5.56,-2.94,0.00,0.00,0.00
0,8952,50,-0.04,0.04,0.16,0.95,0.50,9.74,0.99518,0.02942,-0.04639,0.08099,350.69,5.56,-2.94,-0.01,0.00,-0.00
0,9003,51,-0.06,0.09,0.19,0.95,0.50,9.74,0.99518,0.02942,-0.04639,0.08099,350.69,5.56,-2.94,0.00,0.00,-0.00
0,9053,50,0.00,0.07,0.14,0.95,0.50,9.74,0.99518,0.02942,-0.04639,0.08099,350.69,5.56,-2.94,0.00,0.01,-0.00
0,9103,50,0.04,0.08,0.24,0.95,0.50,9.74,0.99518,0.02942,-0.04639,0.08099,350.69,5.56,-2.94,0.00,0.00,0.00
0,9153,50,0.10,0.02,0.17,0.95,0.50,9.74,0.99518,0.02942,-0.04639,0.08099,350.69,5.56,-2.94,0.00,0.00,-0.00
0,9203,50,0.02,0.07,0.13,0.95,0.50,9.74,0.99518,0.02942,-0.04639,0.08099,350.69,5.56,-2.94,0.00,0.01,0.00
0,9253,50,0.02,0.11,0.16,0.95,0.50,9.74,0.99518,0.02942,-0.04639,0.08099,350.69,5.56,-2.94,0.00,-0.00,-0.00
0,9303,50,-0.04,0.11,0.16,0.95,0.50,9.74,0.99518,0.02942,-0.04639,0.08099,350.69,5.56,-2.94,0.00,0.00,0.00
0,9353,50,-0.04,0.08,0.25,0.95,0.50,9.74,0.99518,0.02942,-0.04639,0.08099,350.69,5.56,-2.94,0.00,0.00,-0.00
0,9403,50,-0.02,0.09,0.23,0.95,0.50,9.74,0.99518,0.02942,-0.04639,0.08099,350.69,5.56,-2.94,0.01,0.00,0.00
0,9453,50,-0.06,0.09,0.21,0.95,0.50,9.74,0.99518,0.02948,-0.04639,0.08099,350.69,5.56,-2.94,0.01,0.00,-0.00
0,9503,50,-0.02,0.06,0.16,0.95,0.50,9.74,0.99518,0.02948,-0.04639,0.08099,350.69,5.56,-2.94,0.01,-0.00,0.00
0,9553,50,0.01,0.08,0.18,0.95,0.50,9.74,0.99518,0.02954,-0.04639,0.08099,350.69,5.56,-2.94,0.01,0.00,-0.00
0,9603,50,0.00,0.04,0.15,0.95,0.50,9.74,0.99518,0.02954,-0.04639,0.08099,350.69,5.56,-2.94,0.00,0.00,0.00
0,9653,50,0.01,0.04,0.18,0.95,0.50,9.74,0.99518,0.02954,-0.04639,0.08099,350.69,5.56,-2.94,-0.00,-0.00,0.00
0,9703,50,-1.14,0.12,0.28,0.95,0.50,9.74,0.99518,0.02960,-0.04639,0.08154,350.63,5.56,-2.94,0.01,0.00,0.11
0,9753,50,-0.22,0.10,0.17,0.96,0.50,9.74,0.99438,0.03015,-0.04657,0.09045,349.56,5.63,-2.94,0.05,0.00,0.44
0,9803,50,-0.14,0.14,0.20,0.97,0.50,9.74,0.99353,0.03064,-0.04675,0.09906,348.56,5.63,-2.94,0.03,0.01,0.29
0,9853,50,0.22,-0.12,0.12,0.97,0.50,9.74,0.99292,0.03094,-0.04688,0.10474,347.94,5.69,-2.94,0.02,0.00,0.18
0,9903,50,-0.04,0.00,0.20,0.97,0.50,9.74,0.99268,0.03107,-0.04694,0.10712,347.63,5.69,-2.94,0.01,0.00,0.09
0,9953,50,0.16,0.03,0.16,0.98,0.50,9.74,0.99237,0.03125,-0.04694,0.10956,347.38,5.69,-2.94,0.01,0.01,0.11
0,10003,50,-0.02,0.02,0.11,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.00,0.01,0.00
0,10053,50,-0.02,0.01,0.19,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.00,0.00,-0.00
0,10103,50,-0.02,0.01,0.15,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.00,0.00,0.00
0,10153,50,0.00,0.04,0.19,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.00,-0.00,0.00
0,10203,50,-0.04,0.05,0.19,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,0.00,0.00,0.00
0,10253,50,0.00,0.02,0.11,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.00,0.00,-0.00
0,10303,50,-0.03,0.02,0.16,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,0.00,0.00,0.00
0,10353,50,-0.02,0.00,0.18,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,0.00,0.00,-0.00
0,10403,50,-0.03,0.02,0.12,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.00,0.00,0.00
0,10454,51,-0.03,0.04,0.21,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.00,0.00,0.00
0,10504,50,-0.03,0.02,0.21,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.00,0.00,0.00
0,10554,50,-0.03,0.00,0.17,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.01,-0.00,-0.00
0,10604,50,-0.02,0.04,0.16,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.01,0.00,0.00
0,10654,50,-0.04,0.01,0.19,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.00,0.00,0.00
0,10704,50,-0.03,0.02,0.17,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.01,-0.00,0.00
0,10754,50,-0.03,0.01,0.18,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,-0.01,-0.00,0.00
0,10804,50,-0.03,0.04,0.13,0.98,0.50,9.74,0.99231,0.03119,-0.04700,0.11035,347.25,5.69,-2.94,0.00,0.00,0.00
